source_pdf,transliteration,translation
AKT 6c.pdf,um-ma Ha-nu-mt Li-ip-ti-Istar U-~ur-.~a-Istar-ma a-na A-/a-hi-im [q ]i-bi-ma : i-na 11 ma-na 7 1/2 GIN KB-pi-ka sa is-tit Pu-ru-us-ha-dim ub-lu-ni-ni : a-na ma-la ti-ir-ti-ka : a-na (up-pi-ka sa 7 1/3 ma-na 5 GiN KB sa a-na Zu-ku-a ha-bu-la-ti-ni urmu-ka 3 ITU.KAM: i-ti-qu-ma 1-na-ah-DINGIR : 1-di-Ku-ba-am u-sa-hi-it-ma: sa 2 ITU.KAM u sa-pa-tim 17 1/2 GIN KB ~f-ib-/tim ils-qe 2 GIN.TA a-na ma-na-lim ki-ib-sa-tim ils-qe: tup-pa-am sa ku-nu-ki-ka : nu-.se-.~i-a-ma ni-i/5-te-su-ma : i-Ii-hi fup-pi-ka: i-na E 1-na-ah-DINGIR ni-is-< ku> -un si-ti KB-pi-ka ma-na 10 GIN KB a-ma-la ti-ir-ti-ka E 1-na-ah-DINGIR nu-se-~i-a-ma : i-na 5 GU URUDU sa tu-se-bi-la-ni sA.BA 13 ma-na URUDU a-na gam-ri-im .~a ha-ra-nim u-ku-ul-ti ANSE.Hl : 1r-nu-id ilrqe: si-im 4 GU 47 ma-na URVDU-i-ka : 213 GiN 15 sE : KB-ap-§u 112 ma-na 5 GiN 112 ma-na 2 GiN KB si-im 2 ANSE.HI-ka sA.BA 17 GIN KB si-im 1 ANSE.HI sa a-na En-na-nim DUMU A-hi-a ha-bu-la-ti-ni: ni-L~-qitl GIN KB a-na am-ti-ka : ni-di-in GiN KB : a-na U-.~ur-sa-Mtar .~a E 1-na-ah-DINGIR: nu-.~e-.~i-a-ni a-si-im AN.NA ni-ik-hu-us 2/3 GIN .~f-im : 2 si-na ku-ta-ni lu KB .~a E 1-na-ah-DINGIR: nu-se-~·i-a-ni lu KB si-im URUDU-ka: is-te-ni-is is-tit KB : a-na ZI.GA : nu-sa-qi-lu r2/3 1 ma-na 5 1/2 GIN KB iz-ku-am-ma 1/3 ma-na 8 1/2 GiN KB a-si-im AN.NA ni-L~-qul-ma 8 1/2 GIN.TA ma-na 4 l /2 GIN «ni» AN .NA ni-is-a-ma-kum 2/3 [G]iN KB-ap-ka i-si-ta-ma 2 ku-ta'< -ni> a-na KB-pi-/ka ni-i.§-a-ma-kum 55 ma-na 4 1/2 GIN AN .NA u 2 ku-ta-ni u tup-pa-am sa Sa-li-a mi-ma a-nim ku-nu-ki-ni U-.~ur-.5a-/Star na-as-a-ku-um lu KB .5a i.s-tit Pu-ru-u.5-ha-dim ~L~-a-ni lu .5i-im URUDU-ri1-ka lu-qu-ut-ka ga-am-ra-at-ku-um u AN~;E.HI-ka,"From Hanunu, Lipit-IStar (and) U~ur-sa­ Istar to Ali-ahum: Of the 11 minas 7 V2 shekels of your sil- ver that they brought from Purushaddum - in accordance with your instructions for your tablet concerning 7 I /3 minas 5 shekels of silver which you owed to Zu- kuwa - your terms were exceeded by 3 months and Enah-ilT cleared Iddin- Kubum, so he took interest for two-and- a-half months: 17 'h shekels of silver; he took 2 shekels per mina as deducted amounts. We produced the tablet with your seal and opened it and put it among your tab- lets in Enah-ilT's house. The rest of your silver, 3 minas 10 shek- els, we brought out ofEnah-ilT's house 5 talents of copper that you sent, Imuid took 13 minas of copper to cover trans- keys. nas of copper, at the rate 2/3 shekel 15 grains silver (per min a) was 3 'h mina 5 shekels; ~ mina 2 shekels of silver: the price of 2 your donkeys. Of that we paid 17 shekels of silver, the price of a donkey We gave 5 shekels of silver to your maid; we gave 4 shekels of silver to U~ur-sa- ver we brought out ofEnah-ilT's house we deducted from the price of the tin; 16 2/3 shekels: the price of two kutiinus. Both the silver we brought out of Enah- il1's house and the silver that was the price of your copper, after we made payments for expenses with the silver in all, 6 2/3 minas 5 Y2 shekels of silver be- came available, and we paid 6 113 minas 8 Yz shekels of silver as the price of the tin, so at the rate 1:8 Yz we bought 55 mi- nas 4 1;2 shekels of tin for you. 16 2/3 shekels of your silver remain, so we 45 e.  bought 2 kutiinus for your silver for you. 55 minas 4 Y2 shekels of tin, 2 kutiinus and Salliya's tablet- all this U~ur-sa­ Istar brings to you under our seal. The silver that left Purushaddum as well as the proceeds from your copper- your goods have been spent, your donkeys too."
AKT 6c.pdf,"a-na A-la-hi-im qi-bi-ma um-ma Ka-lu-a-ma ti-ir-ti Puzur 4-A -.5ur ma-la : i-lil-ka-ni na-as-pe-ra-ti-.5u si-ta-me-ma ((,5um>> qa-ti u i-a-tum ti-ir-ti a-na-r na' 1 i-/a-ak-,S:u-um u a-hi a-ta ib-ri a-ta a-la-nu-ka a-ha-am u ib-ra-am u-ia i-,5u e ta-aq-bi um-ma a-ta-/ma .~a-zu-uz-tam i.5-ti-a u-.5a-zi-iz a-na ti-ir-tf-a i-hi-id u a-na-ku a-ti-ir-ti-ka a-na-hi-id","To Ali-ahum from Kaluwa: Listen to the instructions that come from Puzur-Assur, his missives, and ... Then my own message will go to him from here. Also, my dear brother and friend, apart from you I have no brother and friend, so do not say: ""I have appointed an agent with me."" Pay attention to my message. u.c. I.e. I too will pay attention to yours."
AKT 6c.pdf,"a-na 1-ku-pi-a Li-bi-Istar A-la-hi-[im] il A -sur-ma-lik a-na Li-bi-Btar qi-bi-ma um-ma PuzurrA-Ina-ma ma-na KB ni-is-lha-szl DIRI sa-du-a-su .5a-hu sa DAM.GAR-ri-im a-di-na-kum i-na a-wa-ti-ni si-a-ma-at A-limki lu 1 ma-na-urn 2/3 ma-na lu I ma-na-um 1/2 ma-na a-na DAM.GAR-ri-im ta-da-an it a-ta ma-na KB ni-is-ha-sit DIRI sa-du-a-sit .~a-bu i-a-ti ki-ma DAM.GAR ta-da-nam-ma tl a-na-lku rDAM.GAR-ru 1-um < i-> na e-la-i-/a-ma is-tit A -limki a-da-na-kum a-hi a-ta KB it H-a-ma-ltim KB ma-la ta-na-di-u a-na sa ki-ma i-a-ti di-in it a-ta r41 ma-na I KB ni-is-ha-su [DIRT] ,§a-du-a-[su sa-bu] se-bi4-lam-ma [KB] ma-la a-ta: ta-[da-na-ni] it a-na-ku i-na [ e-la-i-a] ki-am la-di-na-kum a-na sa ki-ma i-a-ti qi-bi-ma .~u-ma .H[ -ma ]-am i-da-na-ku-nu-ti Ia ta-ma-rha 1-ra-su it ti-ir-ta-ku-/nu li-li-kam um-ma D[a-x x x x x ]-u-ma a-na A-la-[ hi-im qi-bi-ma] a-di KB r x 1 [ ... ] tt Kam-ma-l[i-a i]/5-pu[-ta- ]ku-ni KB ra-di-zl rx x 1-bu-tii-ma e-mu-qa-t am i-na ~-a-la-r tim:) 1 KB ni-i.~-ba-a[t-m ]a ku-nu-ku .~a A-mu-ur-.~a-ra-sc1 I ma-na KB i!f-ttl ma-at T a-hu-ru-a : zl-.~e-ri-a-ma i-qa-ti e-k£1-li-e ni-i.~-ba-stl-ma KB Ia u-.ht-ru-ni-a-ti-ma rJ 1-na 2 ma-na KB [tt ]-ra-ki-.nl-n i-a-ti a-di (up-pa-(l.~-nu ta-du-nu .~u-ma i.S:-ti Puzur4-ma-la-.wl fup-pa-a§-nu : la ta-df-in ma-na KB [x (x) ]-nu a-na e-ka-li-[ e] ni-.S:a-qal a-pu-tum {up-pa-as-nu d[i-i]n : e-ta-an 1 ma-na KB [mi-ma zi]-la ni-i.~-ba-at rki 1-ma tup-pa-am ta-di-nu e-ka-li : ra-ki-is a-na ta-ar-ki-isJ tim 1 Ia i-se-e-u-ni-a-[ti] Puzur rma-1 a-su) a-.S:u-mi ki-a-am ni-i.S:-pu-ra-ku-um GIN KB r a-qa-ti-.S:u) 1 ni-di-in i-na na-as-pe-er-ti-ka Ia za-ku-a-ni rx x 1 tim) KB tl-.fa-a.f-qi-la-ku-mi-in","To Ikun-piya, Libbi-Istar, Ali-ahum and Assur-malik; specifically to Libbi-TStar from Puzur- Anna: I gave you 3 minas of silver, its import duty added, its transport tariff paid for, belonging to a merchant. According to our agreement you will give from the purchase in the City ei- ther 2/3 mina or 1/2 mina per mina to transport tariff paid for, to me, on be- half of the merchant, and then I shall personally be the merchant; when I come up (to Anatolia) from the City I shall give it to you. My dear brother, give whatever silver and purchases you will deposit to my representatives. Also, you must personally send me 4 minas of silver, its import duty added, its transport tariff paid for, and what- ever silver you give to me I shall per- sonally give to you in this way when I come up. To my representatives:  If he gives you purchased goods, do not receive them but send me word. From Da ... (and ... ) to Ali-ahum: Concerning the silver that ... and Kam- maliya have booked? you for, guides have ... the silver, and we seized the silver by force in a quarrel, and under the seal of Amur-sarrassa I brought I mina of silver from the land Tahuruwa; we then seized him on the authority of the men of the palace, but they did not release the silver to us, but they bound us over for 2 minas of silver, until you give him their tablet. If you have not given their tablet together with Puzur-malasu, we shall have to pay 2 minas of silver ... to the men of the pal- ace. Urgent, give (them) their tablet. We have not seized anything other than l mina of silver. When you have given the tablet, bind over the palace. They should not sue us over the contract. For this reason we have sent you Puzur- malasu. We have given 1 shekel of silver to him. Had we not been cleared in your missive, ... would I have made him pay you the silver?"
AKT 6c.pdf,"um-ma r 1-ku 1-pi-a-ma a-na A-la-hi-im qi-bi-ma i-pa-ni-tim ram 1-tam a-na Bu-zi-a [DUMU] A-sa-a: a-di-in-ma r a-!je- 1-ri-ka ub-lam ram 1-tam u-ta i-di-na-kum-/ma i- r til 1-ra-ma a-na-/kam a-.51-im am-tim 1/2 ma-na 5 GiN KB r tup-pu-su 1 al-pu-ut a-hi a-ta r a 1-ma-kam r i 1-na ra-x x x 1 KB r X X X 1-a-am-ma [x x x] i-na correspondence with Ennam-Assur can be found in volume 2, nos. 339-360.","From Ikun-piya to Ali-ahum: Earlier I gave a slave-girl to Buziya son of Asaya and he brought her to you. He did not give you the slave-girl, but returned and here I wrote his tablet about the price of the slave-girl, Yz mina 5 10 e.  shekels of silver. rev. My dear brother, there ..."
AKT 6c.pdf,[KISIB A -b ]a-ba a-na A -ld-hi-im [DUMU Sal- ]ma-A-.§ur um-ma - a- a - -ma a-na - a- qi-bi-ma a-ma[ ... ] ku? -a-ti [ ... ] [x] r x 1 ma-na KB li-ti is-qzi [ ... ] [x] ma-na KB a-na rsa-liz 1Hu-ar ... ],Seal of Ababa; to Ali-ahum son of Salim-Assur
AKT 6c.pdf,"qi-bi-ma 1 1/2 ma-na [KB.)] tl 2 l/2 GU 5 ma-na [URUDU] ku-nu-ki-ka : ub-lu-nim [URUDU] r213 GiN1 15 SE T A : ta-di-in rsA.BA ,S:a 1 50 5/6 ma-na URUDU-im KB-ap-su : a-hu-ur ur-ha-am : L5-te-en nu-na-pi-is URUDU-a-ka : da-an-ma 1/2 ma-na I 6 2/3 GIN KB it 2 1 /3 GIN : KB :ji-ib-tam a-hu-ka nu-sa-6.5-qi-il, : i-mi-ma a-nim 44 TUG pi-ri-ka-ni ni-i,S:-a-ma'-kum KB-ap-.S:u-nu 2/3 ma-na rxl GIN: sA.BA LA 2 TUG ti-sa-pu-ti 17 GiN si-im ANSE.Hl.A: 10 GIN KB a-na La-qe-pi-im : ni-di-in 2/3? GiN (erasure) Su-!Star ils-qe GiN KB a-na am-ti-ka ni-di-in 3 1/3 GiN La-qe-pu-lum a-na da-tim it it-ku-ul-/tim il,-qe 12 TUG pi-ri-ka-ni sa I te-zi-bu TUG .~a li-tab-si-ka QA re-d-tam H-it-ri ,S:a te-zi-bu : lu hi-ba-ra-tim lu .S:a si-nu-nim ta-ah-si-is-tam mu-nu-szi-nu na-as-a-h1m [ m ]i-ma a-nim a-na Su-[Btar] ni-ip-qi-id-ma [ na-a.S:-a-kum] ku-si-rtam 1 .S:a a-[na-kam] te-zi-bu a-na : 1 ma-na 6 GiN ta-ad-na-ma KB-ap-sa : i-li-lbi4 A-!a-hi-im i-ba-.5£","They brought 1 Y:z mina of [silver] and 2 Yz talents 5 minas of copper under your seal. [The copper] was sold at the rate 2/3 shekel 15 grains. Ofthat the silver for 50 5/6 minas of copper remain. We took it easy for one month. Your copper is safe(?) and we made your brother pay Yz mina 6 2/3 shekels of sil- ver and 2 l/3 shekels of silver in interest. With all this we bought 44 pirikannu- textiles for you; their price in silver was 15 e.  12 2/3 minas x shekels. Thereof 18 were tisapu-textiles. rev.  17 shekels was the price of a donkey; we gave 10 shekels of silver to La-qep; 20  Su-IStar received 15 2/3 shekels; we gave 6 shekels of silver to your maid; La-qep received 3 1/3 shekels for fees and fodder. Of the 12 pirikannu-textiles that you left, I textile was for your dress. 1 litre of fine oil. With respect to the undergarments you left, either the hib- bartus or those of the sinuntu, he brings a memorandum with their number. All this we entrusted to Su-IStar(?) and he brings it to you. The robe you left here has also been sold I.e. for 1 mina 6 shekels and the proceeds in silver is in Ali-ahum's possession."
AKT 6c.pdf,[a-na A-sur-ni-im-ri] [u A-la-hi-im] DUMU ~-~al-ma-A-.~ur,To Assur-nimri and Ali-ahum son of Salim-Assur;
AKT 6c.pdf,"a-na A-.S:ur-ni-im-ri it A-la-hi-im DlNGIR-ha-ni qi-hi-ma um-ma Su-Zu-zu-/ma a-ma-kam {up-pi-a pe-te-a-ma tup-pa-am sa 40 ma-na KB it .~a-ni-am fup-pa-am .~a 20 ma-na KB sa hu-bu-li DINGIR-ba-ni di-na-su-um it tup-pe-e sa ku-nu-ki-a sa u-ka-lu li-di-na-ku-nu-ti a-di : tup-pe-e sa ku-nu-ki-a sa (up-pu-.~u ,§a e-li-lu-ni sa-ru-ni i-da-na-ku-nu-lti-ni tup-pu-su Ia tit-!§a-ra-.§u-um tup-pe-e sa ku-nu-ki-a sa i-da-na-ku-nu-ti-ni ki-la-su-nu-ma i-li-/bi4 (up-pi-a su-uk-na","To Assur-nimrl and Ali-ahum (and) lli- bani from Su-Zuzu: Open for my tablets there and give to III- bani a tablet concerning 40 minas of sil- ver plus a second tablet concerning 20 minas of silver, the debt of Ill-bani. Also, let him give you the tablets with my seal that he holds. Until he gives you the tablets with my seal, stating that any tablet of his that may appear is invalid, you must not re- lease his tablet to him. Keep the tablets with my seal that he 20  I.e. gives to you and put them among my other tablets."
AKT 6c.pdf,[a-na] r A 1-mur-r A 1-[htr it] [A-la]-hi-im qi-bi-[ma] [u ]m-ma A-sitr-nim-ri-[ma] [s]u-ma ta-a.~-ta-na-me .§i-i-mu : .§a AN .NA r iJ 1 TUG. HI -ti i-na Pu-nt-us- r ha-dim 1 ma-ah-~·u : Ku-ku-a na-pa-ha-am: Tit-ma-n[a] a-hu-su : u Ma-l[ a ... ] na-pa-ha-am-ma : [ ... ] it : 2 Sa-na : r X 1 [ ... ] a-wi-li: rki1-[ ... ] a-0e-ri-su-nu li-[x x ]-nim-ma . §a rKB1 10 ma-na T[A] AN.NA [x] GIN.TA a-n[a] rKB1 ~a-ru-pi-im aJ di1 [5 ITU].KAM it 6 ITU.KAM [x x k ]uJ nu-ti 1 ma i-[ ... ],"To Amur-Assur and Ali-ahum from Assur-nimrl: You may have heard that trade in tin and textiles is ruined in Purushaddum. The smith Kukuwa, his brother Tumana and Mala ... , also a smith, ... the men .. . they should ... and tin at the rate ... to refine the silver. In 5 or 6 months ..."
AKT 6c.pdf,"a-na A-s[ itr-n ]i-im-ri ii A-la-rhi-im 1 qi-bi-ma um-ma A-hi-a-r ma 1 2 tup-pe-en [s]a A-sitr-tak-Ja-ku DUMU Ma-Ia-ka-a [ 1 (up- ]pu-um sa 2 ma-na 1 0 GiN [it s]a-ni-um sa 5 ma-na KB [sa ta ]-ar-ki-[is ]-tim i-na tup-pe- e 1- a-st-u [tup-pu-tl ku-nu-ku r sal i-na [ hu-u ]r-,~ i-im sa Li-pi-it-1/star [i-na] ma-ak-ni-ki-im [i-na] e-r[a-hi- ]ku-nu-ma a-na [.~e-ri-.~u qa-at-k]u-nu <lu> .~a-ak-nu [X X X X X) Sa (Up-pe-e [x X X X ]-ma r U1 [(up ]-pi-a [i-na] ku-nu-ki-ku-nu [( .. )] [ku ]-un-ka (up-p[i] ki-la-li-ma [ k ]u-un-kilzl i-.~i-li-a-ni r.M 1-ri-a-.§u-nu-ma a-na dUTU-SIPA di-na-ma lu-ub-lam a-na-kam a-na {up-pi-a a-ti-ki-i/5-ma r lu:> 1-qzl-ut A -.S:itr-tak-la-ku a~·-ha-at-lma it sf-ku-.S:u u-ka-al su-ut (up-pe-e i-ti-ki-ir it um-ma ,~u-ut-ma ~~u-ma] (up-pi-a fir ta-tab-a(' r a 1-ma-la ta-ar-gu5-ma-ni ta-.§a-qa-a( a-pu-tum (up-pe-e .~e-bi4-!a-ni-im tup-pi e tak-la-a-ma a-wi-h{m E a-bi4-la e it'-ha-al a-ba-u-a be-lu-zl-a a-t£1-nu u4-um e-ta-ri-im it-ra-ni a-na hu-ur-.H-im .\:a r Li-ip 1-ti-ll:tar hu-ur-s[i-im ... ] i.~-ti-ku-nu [x x x] rx x x 1 grandfather in no. 914 (and in CCT 5, 31 b) to <En->na-be-lim.","To Assur-nimri and Ali-ahum from Ahiya: 2 tablets concerning Assur-taklaku son of Malakaya, 1 tablet concerning 2 minas I 0 shekels and a second one concerning 5 minas of silver, a debt-note- are among the tablets. As to the sealed tablets that are in Lipit- Istar' s safe in a scaled container, right when you arrive your claim should be made to them. ... of tablets ... rev.  Seal both ofthe tablets; also, take them 20  in the containers and give them to Samas-re'I so he may bring them. Confident of my tablets I seized Assur- taklaku' s goods here and J also detain him. He, on the other hand, contests the tab- lets, so he says: ""If you do not bring my tablets, you will pay in accordance with what you claimed from me."" Urgent, send the tablets. Do not hold back the tablets lest the man ruins my father's house. My dear fathers and lords, save me while I can still be saved. Do not ... to Lipit-IStar's safe ... I.e."
AKT 6c.pdf,"um-ma A -,~ur-ba-ni-ma a-na A -la-hi-im (erasure) it Lu-lu : qi-bi-ma 112 ma-na KB ku-nu-ki-a LUGAL-Su-in DUMU PuzurrSu-in na-as-a-ku-nu-ti a-hu-u-a a-tu-nu: i-na dUTU-,~i sa LUGAL-Su-in :e-ra-ba-ni 112 ma-na KB : is-ti A-§ur-ma-lik DUMU A-la-hi-im a-~·i-ib-tim : al-qe tup-pi : ha-ri-im i-na dUTU-§i : tup-pa-am ta-§a-me-a-ni : KB a-na A-.~ur-ma-lik §u-uq-la-ma tup-pi : §e-~i-a-nim-ma li-it-aJ su 1-ma : u a-§ar A-la-hi-im li-ib-H a-hu-u-a : a-tit-nu : a-na ma-na-im : 1 1/3 GIN.TA KB .~f-ib-tam : u-~a-ab : a-na urme-e : ha-mu-u.~-tum §a 1-di-a-birim KB al-qe i-na 1 ma-na-im §a En-na-nim i-ta< -ak-> sa-am : KB al-qe ih-da-ma : :ti-ib-tam i-.~e-ri-a : la i-la-qe a-hi .~u-ut ga-ma-al-.~u a-le-e : .~u-ma ~i-ib-tam §a ta-qa-im r il_,-qe1 GiN KB i-li-bi4 Lu-lu i-§u rsA 1.BA : di-na-§u-um","From Assur-bani to Ali-ahum and Lulu: Sar-Suen son of Puzur-Suen brings you 3 Y2 minas of silver under my seal. My dear brothers, the day Sar-Suen ar- rives - I have taken a loan of 3 1;2 minas  of silver from Assur-malik son of Ali- ahum against interest; my tablet is certi- fied- the day you hear the Jetter, pay the silver to Assur-malik, get out my tablet, split it and then let it remain with Ali- ahum. My dear brothers, I have to add interest at the rate 1 113 shekel per mina; I re- ceived it for 15 days in the week of Id- din-abum. I received the silver cut off by way of the one-mina stone of Ennanum. Take care that he should not take interest from me. He is my brother. I can do him favours.  If he takes interest as he can, I have 5 shekels of silver owed by Lulu; 30  I.e. give (the interest) to him out of that."
AKT 6c.pdf,um-ma A -sur-ba[ -ni-ma] a-na A-la-h[i]-im r u Lu-lu qi-bi-ma 1 [(x)] 112 ma-na KB ku-nu-ki-a r Sa X 1 [(...)] ub-la-ku-nu-ti-ni a-hu-u-a a-tit-nu ih-da-ma r a-na 1 [ (. . .)],"From Assur-bani to Ali-ahum and Lulu: Yz mina of silver under my seal that ... has brought you, my dear brothers, pay at- tention and ..."
AKT 6c.pdf,[a-na] A-la-hi-im DUMU [Sal- ]ma-A-sur it A-la-hi-im [DUMU A?]-ta-a qi-bi4-ma um-ma [x] ma-na KB £1 1 GiN GUSKIN KB sa DAM.GAR c~a a-na-num qa-ti sa-ak-na-at-ni a-ma-kam : si-ma-am rsa-ma 1(. .. ],"To Ali-ahum son of Salim-Assur and Ali-ahum son of Ataya from Ma ... : As to the 4 x mina of silver and 1 shekel  of gold ~ silver belonging to a merchant (coming) from here, on which I have placed a claim - make purchases there ..."
AKT 6c.pdf,"a-na A-/a-hi-im (erasure) Ba-zi-a it Ma-ar-sa-na [ .. ] I ti[ m .. ] qi-bi-ma um-ma Ma-num-ba-litm-A -sur-ma a-na-kam 1 112 ma-na 5 GiN KB qa-<ta->ti-su sa A-bu-SILIM Sit-ka-li-la ilrta-pa-at i-na sit-ub-ri-lim . 5a AJbu 1-SILIM qa-sit L~-ku-un a-na-kam ki-ma A-bu-SILIM ma-na KB a-na-ku a-na Sit-ka-/f-a : a-di-in a-na si-ti KB A -bu-SILIM ma-da-ti-ma i-di-su-um sa-nam .~a 15 ma-na a-na 1 [G]U 15 ma-na URUDU . 5i-ki-im A-hu-SlLIM a-na Su-ka-li-a i-di-in ma-na URUDU i-na ba-ah-ti-.§u i/5-qe a-na KB .<:a Ku-da-tim A-hu-SILIM-ma i-za-az [su]-ma mi-mltl·qu·bi4 um-ma su-ut-ma: mu ·!i-tin:.ma qa-ta-ti-.§u al-w-pu··ct! tl ma-da-ti-ma ho-l'i, -/lam lu-sa-zi-za-ku-nu-tz-ma tup-pa_r am 1 da-na-tcr[m] sa mu-.§a-zi-zi hi-ir-ma-ma~ u di-n[ a-.5u- ]ud/ ct-i1'""' A-la-hi[-im qi-ht- .5£-ma-am sa-rx 1-[x-ku- ]nii-ii·tna tur4-da-ni-.~u","To Ah-ahum, Baziya and Marsana( ... ) from Mannum-balum-Assur: Here Sukkalliya was booked for 1 Yz mi- na 5 shekels of silver as Abu-salim's guarantor. He has laid claim to Abu- salim's slave . Here I gave 1 mina of silver to Sukkal- liya on behalf of Abu-salim. For the rest of the silver Abu-salim has Abu-salim gave a kettle weighing 15 mi- nas worth I talent 15 minas of ,§ikku- copper to Sukkalliya; he received 40 minas of copper from his outstanding claims. Abu-salim guaran- tees for Kudatum's silver. If he says anything, such as: ""It was only for a minimum that I guar- anteed, yet he owes me a lot"", then let him appoint someone for you, certify and give him a binding tablet from those who were appointed. To Ali-ahum: Have him ... you the proceeds and send him."
AKT 6c.pdf,"[a-na A-la-h]i-im ru 1 [Sal-m]a-A-sur qi-hirma [um-ma S]u- EN.LIL[-ma a-na] Sal-ma-A -.~ur [qi-bi4]-ma: a-nar-ku 1 : [a-]wa-tim [x (--.,:)]GIN KB me-eh-ra-tum [i-ta-a ]d-na-ku-um : 28 2/3 ma-na I URUDU [i-Ku-bur- ]na-at : a[ -n ]a he-a-lim [a-di- ]na-ku-um [ku-nu- ]ku-a [x] ma-na URUDU SIG5 sa a-ni [.~a-qa- ]lam qa-bi4-a-ti-ni ha-lum [sa-a- ]lim : ta-ta-la-ak [i-tuTU-si: tu-r ~u:'l: is-ti-a [t]a-na-me-er-ma : um-ma [a- ]na-ku-ma : a-/a-ka : /u i-de11 u su-ma : URUDU la-su-mi-in ru 1 ta-ah-si-is-tum i-ni-di-mi-in : a-na [Ia] a-we-lim : ta-as-[ku ]-ni-ma [ki]-ma la a-we-lim : is-ti-a [/]a ta-ta-mar [(x)] r x 1 li mi-ma : a-.~i-i [a-n ]a DAM.GAR-ru-tim-ma [a-n]a 30 ma-na URUDU SIG5 [x X] /[i X] ruRUDU l : ta-di-in [x x] i.GIS ni rx 1 : rx x 1-mu-ur [x x ]-rna: pe-[ja-tim:' [a-di]-na-kum [x] ma-na mu-u[s-... ] [x x] ma-na i.GIS rx x x 1 i-a-ma [u- ]se-bi4-la-ku-um: a-hi a-ta [x] ma-[n]a URUDU SIG5 a-na [A-l]a-hi-im : di-in li-birli [!a i-la-m ]i-na-ku-u[ m]","To Ali-ahum and Salim-Assur from Su- Illil; specifically to Salim-Assur: I ... the matters ... x shekels of silver has been given to you as reimbursement. 28 2/3 minas of cop- per I gave to you in Kubumat as a work- ing capital - under my seal. As to the x minas of good copper that you promised to pay now- without ask- ing (permission) you have left. The day you left you met with me and I said: ""Let me know about your leaving."" So, if the copper were not here, yet the 15  memorandum had been deposited, you would have made me appear as a non- have not met with me. rev. 20  ... all my iron was sold to agents for 30 minas of good copper ... ... oil ... I gave you white ... I sent you .. minas of oil ... My dear brother, give x minas of good copper to Ali-ahum. I should not become angry with you."
AKT 6c.pdf,um-ma A-16-hu-um-ma a-na Sa-lim-IR-di it A-lu-wa qi-birma mi-su sa [a- ]na-kam ra-di-u e-ta-wu-/u um-ma su-nu-ma .p1-ha-ru-ka u-ta-/tam a-ba-kam !a i-mU-lf sa A-limkl wa lisa ta-hu-/ur-a Wa-li-wa-li ha-ri/-a sa su-mi-a As ta-aq-bi4-a-su-/nu-ti urn-rna a-tu-nu-ma a-na da-a.5-e u-ta-tam §u-da-a a-pu-tum ih-da-ma t/-ta-tcim ab-ka-nim mi-ma hi i-ri-ah si-ti u-ti-tim ab-ka-nim a-ba-kam lJ a-ba-kam ti-ir-taJ ak-nu 1 li-li-kam 16-li-kam,"From Ali-ahum to Salim-wardi and Alu- wa: Why is it that the guides have been argu- ing here, saying: ""Your servants refuse to ship the grain."" Ofthe City ... as follows: ""Haul the grain before spring! Urgent! - take care and ship the grain."" Nothing must ren:.1in. 20 e.  Ship the resl of till: grain here. I.e.  Send me word a:-, to whether it is shipped or not. T shall come."
AKT 6c.pdf,"a-na A-l/1-hi-im ti l-ku-pi-A -stir qi-bi4-ma urn-rna Za-li-df-/ma 5/6 ma-na 3 GIN KB .ya-ru-pri-am u 1/2 ma-na a-ha-rna a-mu-ra-l am a-na Su-A-sur DUMU 1-di-A-.Mr ha-bu-/ri-ku (up-pel-am /;a 4 [(\:) m ]a-na a-n a a- trm ha-bu-lu a-na .~a-par-/tim ti-ka-al be-li a-ta KB a-na Su-A-,§itr su-qu-ul-ma tup-pi se-si-ma is-ti-ka ti-ib-si-u it te-er-ta-ka li-li-kam-ma la-at-bi4-a-ma la-tal-kam it a-di tup-pi-im sa ctUTU-ba-ni a-di ma-la it si-ni-.~u ni-gi5-ri-ma sa ki-m[ a] ku-a-ti tup-pa-am ta-da-n[am j Ia i-mu-u te-er-ta-ka a-~e-er .~a ki-ma","To Ali-ahum and Ikun-p1-Assur from Zalidi: I owe 53 shekels of refined silver plus further Yz mina of checked (silver) to Su- Assur son of Iddin-Assur. The tablet conceming 4 minas of silver My dear lord, pay the silver to Su-Assur, get out my tablet and let it be with you. Also, send me word so I can set out and leave. Also, with respect to Samas-bani' s tablet we sued both once and twice, but your representatives refuse to give the tablet. Send word to your (representatives ... )"
