tablet_id,transliteration,translation,source_pdf
29. kt 94/k 1025B,13 1/3 ma-na K[B] l-dì-a-bi4-im -mur-ŠŠtar i-šu u4-mu-šu ma-al-u IGI A-šur-e-mu-qi IGI En-nam-A-šur DUMU Me-na-a reverse uninscribed,"Iddin-abum owes 13 1/3 minas of silver to Amur-IStar. His term has expired. Witnessed by Assur-emuqi, by Ennam- Assur son of Menaya.",AKT 6a.pdf
30. kt 94/k 1026A,"KISIB A-šu[r-e-mu-qz] KISIB En-n[am-A-šur] KISIB 1-dí-a[-bi-im] ša hu-bu-[ul 1-di-a-bi-im] break KB ?a-ru-pa <-am> a-na a-[la-ak] e. ""' d ... v Šu- EN.LIL i-ša-[qal] r. šu-ma lri iš-qu-ul a-na ma-na-im 1 1/2 Gf[N TA] i-na ITI.KAM U-?a-ab ša AJšur₁-ma-lik break","Seal of Assur-emuqi, seal of Ennam-Assur, seal of Iddin-abum. Concerning Iddin-abum's debt. he will pay refined silver before Su-Illil arnves. If he has not paid, he will pay interest at the rate 1 shekel per mina per month. Concerning Assur-malik.",AKT 6a.pdf
31. kt 94/k 1026B,22 ma-na 10 GIN KB l-dí-a-bi4-im a-na a-ld-ak Su-{d}EN.LfL i-ša-qal e. šu-ma ld iš-qu-ul r. 11h GIN TA i-na ITLKAM a-na ma-na-im IGI A-šur-e-mu-qì IGI En-nam-A -šur DUMU Me-na-a e.,"Iddin-abum owes 22 minas 10 shekels of refined silver to Assur-malik. He is to pay before Su-Illil arrives. If he has not paid (in time), he will add interest at the rate 1 1h shekel per month per mma. Witnessed by Assur-emiiqi, by Ennam- Assur son of Menaya.",AKT 6a.pdf
32. kt 94/k 1033A,KISIB A-[mur-]lštar DUM[U Mz.]ršar₁- GAL KISIB La-qe-ep [DUMU Kt-a]-tim KISIB 1-dì-a-bi-im rnuMU₁ r Jl-šu- SUDx r. ša hu-bu-ul 1-dì-a-bi-im 5 ma-na KB 1-dí-a-bi-im -šur-/{d}UTU-ši i-šu r iš-tit 1 ha-mu-uŠ-tim e. ša rA-mur-ŠŠtar₁ a-na 23 ha-am-ša-tim i-ša-qal : šu-ma i-na / r ma-ld₁ u4-[me-šu] la iš-[qu-ul] I.e. 11/2 GIN TA ri₁-ITI.KAM a-na ma-na-tm,"Seal of Amur-IStar son of Misar-rabi, seal of Li-qep son of Kayatum, seal of Iddin- abum son of Issu-arik. Concerning the debt of Iddin-abum. Iddin-abum owes 5 minas of refined silver to Assur-samsi. Reckoned from the week of Amur-IStar he must pay within 23 weeks. If he has not paid within his stipulated term he must pay interest at the rate 1 1h shekel per month per mina.",AKT 6a.pdf
33. kt 94/k 1033B,"5 ma-na KB 0 , 1-di-a-bir -im 1 i-šu iŠ-tit ha-mu-uš-tim ša Amur-ŠŠtar a-na 23 e. ha-am-ša-tim r. i-ša-qal šu-ma • t-na 0 u₄-me-šu ma-al-/u-tim la iš-qu-ul 1 'h GIN TA i-ITI.KAM a-na ma-na-tm IGI -mur-ŠŠtar e. IGI La-qi-ep I.e.","Iddin-abum owes 5 minas of refined silver to Assur-samsi. Reckoned from the week of Amur-IStar he must pay in 23 weeks. If he has not paid before the completion of his term, he must pay interest at the rate 1 'h shskel per month per mina. Witnessed by Amur-IStar, by La-qep_",AKT 6a.pdf
34. kt 94/k 1035A,KISIB -šur-e-mu-qt KISIB En-nam-A-šur DUMU Me-rna-a₁ ša hu-bu-ul 1-di-a-bi < -im > 13 ma-na KB iš-tu ha-mu-uŠ-[ tim] ša Kar-ri-a a-na e. 36 ha-am-ša-tim i-ša-qal r. šu-ma la iš-qu-ul1112 GIN TA i-na ITI.KAM a-na m[ a-]na-im ša -mur-ŠŠtar u -šur-i-mi-ti e.,"Seal of Assur-emiiqi, seal of Ennam-Assur son of Menaya, seal of Iddin-abum. Concerning the debt of Iddin-abum of 13 minas of refined silver. Reckoned from the week of Karriya he must pay within 36 weeks. If he has not paid (in time), he must pay interest at the rate 1 shekel per month per mma. Concerning Amur-IStar and Assur-imitti.",AKT 6a.pdf
35. kt 94/k 1 035B,13 ma-na KB 1-di-a-bi.rim -mur-ŠŠtar u -šur-i-mi-/ti i-šu-u iš-tu ha-mu-uŠ-/tim ša Kar-ri-a a-na 36 ha-am-ša-tim i-ša-qal šu-ma e. la iš-qu-ul r. GIN i-na -im 1 T ITI.KAM a-na ma-na-zm IGI -šur-e-mu-qì IGI En-nam-A-šur DUMU Me-na-a,"Iddin-abum owes 13 minas of refined sil- ver to Amur-IStar and Assur-imitti. Reckoned from the week of Karriya he must pay in 36 weeks. If he has not paid (in time), he must add interest at the rate 1 shekel per month per mma. Witnessed by Assur-emiiqi, by Ennam- Assur son of Menaya.",AKT 6a.pdf
36. kt 94/k 1036A,KISIB -šur-i-mì-tí KISIB Šu-A -nim KISIB 1-dì-a-bi-/im ša 14 ma-na KB 1-dì-a-bi-im -mur-IŠtar i-šu-u iš-tu ha-mu-uš-tim r. ša Da-la-aš u Du-uh-ni-iš a-na 4 3 ha-am-ša-tim i-ša-qal šu-ma i-na ma-la u4-me-šu la iš-qul1 112 GIN T i-ITI.1.KAM a-1 ma-na-im i-na KU a-nim r r5₁ 2/3 ma-na 5 GIN [š1a -šur-e-mu-qì / i-še-ra-tim wa-ar-ki-a-tim i-ma-ar,"Seal of Assur-imitti, seal of Su-Anum, seal of Iddin-abum. Concerning 14 minas of refined silver that Iddin-abum owes to Amur-IStar. Reckoned from the week of Dalas and Duhnis he must pay within 43 weeks. If he has not paid within the stipulated term he must pay interest at the rate 1 Y2 shekel per month per mina. Of this silver 5 2/3 minas 5 shekels belong to Assur-emiiqi. He will await the coming išerdtum.",AKT 6a.pdf
37. kt 94/k 1036B,14 ma-na KV I-di-a-bi4-im iš-tu ha-mu-uš-tim ša Da-la-aš u Du-uh-ni-iš a-na 43 ha-am-ša-/tim i-ša-qal šu-ma i-ma-ld u4-me-šu u iš-qul e. 1 GIN TA i-ITI.KAM r. a-na 1 ma-na-im ma-na GIN 5 2/3 5 ša -šur-e-mu-qi IGI A-šur-i-mi-ti IGI Šu-A -nim i-še-ra-tim wa-ar-ki-a-tim e. t-ma-ar,"Iddin-abum owes 14 minas of refined sil- ver to Amur-IStar. Reckoned from the week of Dalas and Duhnis he must pay in 43 weeks. If he has not paid at the completion of his term, he must add interest at the rate 1 shekel per month per mina. 5 2/3 minas 5 shekels belong to Assur- emuqi. Witnessed by Assur-imitti, by Su-Anum. He will await the coming išeriitum.",AKT 6a.pdf
38. kt 94/k 713,i-na 5/6 ma-na u ma-na I GIN KB 1/3 5 ša Šl-im ku-ta-nim SIG₅ ša i-na li-bi 1-di-a-bi-im i-šu-u sA.BA e. 1 GU 1/2 ma-na 23 r. URUDU 2/3 GIN 15 SE.TA i-di-nam,"Of the 5/6 mina of silver and 1/3 mina 5 kutiinu- shekels from the proceeds of a fine textile, which I have as a claim on Iddin- abum - thereof he has given me 1 talent 23 minas of copper, reckoned at the ex- change rate 1 : 40 1/12.",AKT 6a.pdf
39. kt 94/k 1703,5 ma-na AN.NA u 2/3₁ ma-na KU i-li-bi I-di-a-lí_i4-im] u šu-ut u-ku-ul-ltam ša iš-tu Ha-hi-im a-dì Ka-ni-iš reverse broken away IGI A-šur-ruTU-ši₁ I.e.,5 minas of tin and 2/3 minas of silver is owed by Iddin-abum. He also (owes for) the food for a trip from Hahhum to Kanesh. Witnessed by Assur-samsi,AKT 6a.pdf
40. kt 94/k 1006,i-nu-mì 1-di-a-bu-um a-na mu-a-tim ta-ad-nu-ma wa-aŠ-bu ša ki-ma Ili5-ba-ni IR u tam-ka-ru-šu e-ru-bu-ma um-ma ša ki-ma Ili5-ba-ni-ma ni-ka-ši iš-ti-ni Ší-ši-ma um-ma 1-di-a-bu-um-ma tup-pi-ku-nu ka-i-ld u tup-pu-a la-pu-tu-/ma i-ba-5í-u Ša-lim-A -šur e. a-hi li-li-kam-ma iš-ti-šu H-ši-a r. u am₁-ma ša ki-ma i-a-ti Šu- v d EN .LIL ' u -mur-ŠŠtar i-ša-ha-at a-hi-a li-zi-zu a-di a-hi-i : i-ld-ka-ni ma-ma-an tup-pi-a ld i-pa-te a-na a-wa-tim a-ni-a-tim ka-ru-um Ka-ni-iš i-di-ni-a-ti-ma IGI GfR ša -šur ba-ab DINGIR-lim 5í-bu-ti-ni ni-di-in IGI -ku-za e. IGI La-qe-ep IGI ṣí-lu-lu,"When Iddin-abum was dying and was stay- ing in Assur-bel-awatim's house, the repre- sentatives of Ili-bani, Wardum and his cus- tomers, came in(to the house) and Hi- bani's representatives said: ""Settle accounts with us!"" - but Iddin-abum answered: ""Hold your tablets ready, for my tablets are written and available. Let my brother Salim-Assur come, and then settle with him. Then my own repre- sentatives, Su-Illil and Amur-IStar may assist my brother. Until my brother ar- rives no one may open my tablets."" The Kanesh colony gave us for these pro- ceedings, and we gave our testimony be- fore Assur' s dagger in the Gate of the God. Witnessed by Akuza, by La-qep, by Silulu.",AKT 6a.pdf
41. kt 94/k 1037 A,KISIB A-ku-za DUMU Šu-A-nim KISIB La-qi-ep DUMU {d}AB-ba-ni KISIB Ši-lu-lu DUMU U-ku a-wa-tim a-ni-a-tim ka-ru-um Ka-ne-eš i-di-ni-[ a-]ti-ma e. IGI GIR ša A-šur i-na r. ba-ab DINGIR tup-pa-am ni-di-in,"Sealed by Akuza son of Su-Anum, by La- qep son of Illil-bani, by Silulu son of Uku. The Kanesh colony gave us for these pro- ceedings and we gave a tablet before Assur' s dagger in the Gate of the God.",AKT 6a.pdf
42. kt 94/k 1037B,i-nu-mì 1-di-a-bu-um a-n[ a] mu- <a-> tim ta-ad-nu-/ma [E] -šur-be-el-a-wa-tim wa-aš-bu ša ki-ma Ili₅-ba-ni rrR 1 u DAM.GAR-ru-šu: e-ru-bu-ma um-ma ša ki-ma Ili₅-ba-ni-ma ni-ka-ši: iŠ-tí-ni : H-ši um-ma 1-di-a-bu-um-ma tup-pi-ku-nu : ka-i-la u tup-pu-a : la-pu-tu-ma i-ba-5í-u Ša-lim-A -šur a-hi : li-li-kam-ma iš-tí-šu H-ši-a u am-ma r ša ki-ma 1 i-a-tí Šu-{d}EN .LfL u A-mur-Htar i-ša-ha-at: a-hi-/a li-zi-zu : a-di: a-hi i-la-ka-ni : ma-ma-an rup-pi-a : la i-pa-te a-na a-wa-tim a-ni-a-tim ka-ru-um Ka-ni-iš i-di-ni-a-ti-ma IGI GIR [ša] -šur_. i-ba-ab [DINGIR]-lim tup-pa-am ni-di-in IGI A-ku-za IGI La-qe-ep IGI ṣi-lu-lu,"When Iddin-abum was dying and was stay- ing in Assur-bel-awatim's house, the repre- sentatives of Ili-bani, Wardum and his cus- tomers, came in{to the house) and IIi- bani's representatives said: ""Settle accounts with us!"" - but Iddin-abum answered: ""Keep your tablets, for my tablets are written and available. Let my brother Salim-Assur come, and then settle with him. Then my own repre- sentatives, Su-Illil and Amur-IStar may assist my brother. Until my brother ar- rives no one may open my tablets."" The Kanesh colony gave us for these pro- ceedings, and we gave our testimony be- fore Assur's dagger in the Gate of the God. Witnessed by Akuza, by La-qep, by Siliilu.",AKT 6a.pdf
43. kt 94/k 1041A,KISIB Šu-{d}EN .LfL DUMU Šu-Ku-bi-im KISIB ṣi-lu-lu DUMU U-ku i-nu-mi 1-dì-a-bu-um a-wa-šu iq-bi-u 10 ma-na KB a-na Ša-lim-A -šur i-dì-in um-ma šu-ut-ma e. KV-pi-a r. Li-il5-qe,"Seal of Su-Illil son of Su-Kubum, seal of Siliilu son of Uku. When Iddin-abum spoke his will, he gave 10 minas of silver to Salim-Assur. He said: ""He may take it from the interest on my silver.""",AKT 6a.pdf
44. kt 94/k 1041B,i-nu-mi 1-dì-a-bu-um a-wa-šu iq-bi-/u 10 ma-na KB a-na Ša-lim-A -šur i-dì-in um-ma šu-ut-ma i-na e. KB-pí-a li-il5-qe r. IGI Su-{d}EN.LIL IGI ṣì-lu-lu,"When Iddin-abum spoke his will he gave 10 minas of silver to Salim-Assur. He said: ""He may take it out of the interest on my silver."" Witnessed by Su-Illil, by Siliilu.",AKT 6a.pdf
45. kt 94/k 1276,ka-ru-um di-nam i-di-in-ma ša 2 1/2 GO 7 ma-na KB 1 ma-na KU.GI u 4 TUG ku-ta-ni ld-qe-e KB-pi-im ša I-di-a-bi4-im iš-ra-tim ša ru-ba-im Ša-lim-A -šur e. u i-na di-i[n] r. tam-ka-ru-tim e-ta-wu šu-ma KB i-na iš-ra-/tim ba-ti-iq Ša-lim-A -šur i-na-dì,"The colony has passed a verdict, stating that of the 2 talents 7 minas of silver, 1 mina of gold and 4 kutanu-textileš the re- cipient of Iddin-abum's silver will deduct the tithe of the king (from) Salim-Assur. Then they will discuss in a court of mer- chants. If the silver is insufficient for the tithe, Salim-Assur will deposit (what is missing).",AKT 6a.pdf
46. kt 94/k 1144B,ša 24 ma-na KB I-di-a-bu-um a-na -šur-be-el-a-wa-tim ha-bu-lu Šu-Ku-bu-um me-ra-šu E-ti ša Šal-ma-A-šur wa-aš-bu ik-nu-uk-ma am-tam u IR-di i-na a-mu-tim ša E A-lim{ki} Ša-lim-A -šur i-ši-u-ma iš-ti šd-na-A -šur ad-mu-ma a-na Ka-ni-iš u-še-bi.rlu e. rr vŠv'[ A/V qa-tam ša -ma- -/šur Šu-Ku-bu-um DUMU r. a-na hu-bu-ul I-di-a-bi₄-lim il5-qi-ma E-ti am-tam u IR-di a-na ša ki-ma Šal-ma-A -šur u-še-er a-na a-wa-tim a-ni-a-tim ka-ru-um Ka-ni-iš i-di-ni-a-ti-ma IGI GIR ša A-šur Ši-bu-ti-ni ni-di-in IGI A-ku-za IGI MAR. TV-ba-ni IGI La-qe-ep 1-tur.rDINGIR DUMU A-mur-ŠŠtar tap-pa-i-ni e.,"Concerning the fact that Iddin-abum owes 24 minas of silver to Assur-bel-awatim: his son Su-Kiibum has sealed the houses where Salim-Assur lives and taken out the maid and the slaves; but out of the iron that Salim-Assur claimed at the City Hall and which has been invested in Iddin-Assur and which he sent to Kanesh, Su-Kiibum son of Assur- bel-awatim has taken Salim-Assur's share to cover Iddin-abum's debt, and he has released the houses, the maid and the slaves to Salim-Assur's representatives. The Kanesh colony gave us for these pro- ceedings and we gave our testimony before Assur's dagger. Witnessed by Akuza, by Amurrum-bani, by La-qep; Itiir-ili son of Amur-IStar is our (absent) partner.",AKT 6a.pdf
47. kt 94/k 950,"ša 24 ma-na KB I-dì-a-bu-um a-na ha-bu-lu : Šu-Ku-bu-um me-ra-šu E-tt ša Ša-tim-A -šur wa-aš-bu ik-nu-uk-ma : am-tam '' d' , u IR- z 'II/ , i-na a-mu-tim ša i-šì-u-ma iŠ-tí 1-dí-A-šur DUMU -šur-ma-lik r ad₁-mu-ma a-na e. K[a-n]i-iš u-[šeúbi4-lu-ni-ni r. qa-tam ša Ša-lim-A -šur Šu-Ku-bu-um DUMU a-na hu-bu-ul 1-dì-a-bi-im r i/₅-qe-ma 1 E-tí [am-t]am u JR-dì-e a-na ša ki-ma Ša-lim-A -šur , v, u-wa-še-er a-na a-wa-tim a-ni-a-tim ka-ru-um Ka-ni-iš i-dì-ni-a-tí-ma 5í-bu-tí-ni IGI GIR ša -šur ni-dì-in e. IGIA-ku-za IGI MAR.TU-Iba-ni IGI La-qe-pì-im Ptur₄₁-DINGIR DUMU A-mur-Htar I.e. tap-pa-i-r ni₁","Concerning the fact that Iddin-abum owes 24 minas of silver to Assur-bel- his son Su-Kubum has sealed the houses where Salim-Assur lives and taken out the maid and the slaves; but out of the iron that Salim-Assur claimed at the City Hall and invested in Iddin-Assur son of Assur-malik, and which they brought to Kanesh, Su-Kubum son of Assur-bel-awatim has taken Salim- Assur's share to cover Iddin-abum's debt, and he will release the houses, the maid and the slaves to Salim-Assur's representa- tives. The Kanesh colony has given us for these proceedings and we gave our testimony before the dagger of Assur. Witnessed by Akuza, by Amurrum-bani, by La-qepum. ltiir-ili son of Amur-IStar was our (absent) partner.",AKT 6a.pdf
48. kt 94/k 1044,KISIB A-ku-za DUMU Šu-A-nim KISIB MAR. TV-ba-ni DUMU Ma-na- na KISIB La-qe-ep DUMU Puzur₄-Htar a-na a-wa-tim r. a-ni-a-tim < ka-ru-um > Ka-ni-ii; i-dì-ni-a-/tí-ma IGI GfR ša A-šur Ší-bu-bu-tí-ni ni-dì-in I-tur₄-DINGIR DUMU A-mur-Htar tap-pa-i-ni,"Sealed by Akuza son of Su-Anum, by Amurrum-bani son of Manana, by La-qep son of Puzur-IStar. The Kanesh colony gave us for these pro- ceedings and we gave our testimony before Assur's dagger. ltiir-ili son of Amur-IStar was our (absent) partner.",AKT 6a.pdf
49. kt 94/k 1051A,"KISIB A-ku-za DUMU Šu-A-nim KISIB U-ra-a DUMU Ma-na-na KISIB {d}MAR.TU-ba-ni DUMU Ma-na-na KISIB La-qe- pi-lim DUMU {d}AB-ba-ni KISIB l-tur4-DINGIR DUMU A-mur-ŠŠt[ar] a-na r a-wa-ttm - a-m .,[ -a-tzm - ] ka-ru-um Ka-ni-iš i-di-ni-a-d-ma tup-pd-[am ša] Ši-bu-d-ni IGI GIR ša A-šur ni-di-in","Sealed by Akuza son of Su-Anum, by Uraya son of Manana, by Amurrum-bani son of Manana, by La-qepum son of Illil- bani, by ltiir-ili son of Amur-IStar. The Kanesh colony gave us for these pro- ceedings and we gave a tablet with our testimony before Assur's dagger.",AKT 6a.pdf
50. kt 94/k 1051B,"ša ki-ma 1-di-A -šur E DUMU Ku-bi4-di u Ku-la : I-di-a-bi4""im a-na hu-bu-lul I-di-a-bi4-im ik-nu-ku-ma am-tam : u IR i-na šal-Ši-im u-mì-im A-šur-i-mì-tiDUMU A-mur-DINGIR ša ki-/ma Šal-rna-A -šur 17 ma-na KB a-na il₅-ql/ma a-na hu-bu-ul 1-di-a-bi₄-im a-na ša ki-ma 1-di-A -šur u Ku-la: -ld-hu-um DUMU 1-di-Šu-en Li-ba-a DUMU U-zu-a u Šu-Be-lum DUMU Šal-rna-A-šur iŠ-qul-ma E-ti: am-tam u IR ša 1-di-a-bi₄-im a-na A-mur-DINGIR ša ki-ma Šal-rna-A -šur u-še-ru a-na a-wa-tim a-ni-a-tim ka-ru-um Ka-/nleš i-di-ni-a-ti-ma tup-pa-am ša H-bu-ti-ni IGI GIR ša -šur ni-di-in IGI U-ra-a: IGI A-ku-za IGI MAR.TU-ba-ni IGI La-qe-pì-im IGI 1-turrDINGIR","The representatives of Iddin-Assur son of Kiibi-idi and Kula sealed Iddin-abum's house because of Iddin-abum's debt, and they brought out the maid and slave. On the third day Assur-imitti son of Amur-ili, Salim-Assur's representative, borrowed 17 minas of silver against inter- est and paid it to cover Iddin-abum's debt to the representatives of Iddin-Assur and Kula: Alahum son of Iddin-Suen, Libbaya son of Uzuwa and Su-Belum son of Salim- Assur, and they released Iddin-abum's houses, maid and slave to Assur-imitti son of Amur-ili, Salim-Assur's representative. The Kanesh colony gave us for these pro- ceedings, and we gave a tablet with our testimony before Assur's dagger. Witnessed by Uraya, by Akuza, by Amur- rum-bani, by La-qepum, by ltiir-ili.",AKT 6a.pdf
51. kt 94/k 1272A,9 113 ma[-na KB] [ ... 1-d{-a-bi-im [li-mu ]-urn is-ti Sa-lim₁-a-r hi-im 1 ilrqe-u is-tu ha-mu-uS-tim I.e. [s]a -ku-[ za a-na 1 m[a-na-im i-ITI.KAM] 1 fl/2 1 GIN [TA] 1-di-a-bu-um,... 9 1/3 minas of refined silver ... of Iddin-abum the eponym(s) received from Salim-ahum. Reckoned from the week of Akuza Iddin- abum must pay interest at the rate 1 1h shekel per mina per month.,AKT 6a.pdf
52. kt 94/k 1272B,10 m[a-n]a KB [s']a 1-di-a-[bu-um] [a-n ]a ka-r ri-im 1 ribl-bu-lu 1 ma-na-urn 4 GIN n[ ]-hi-ir-ma 9₁ fl/3 1 [ma-n]a KB a-am] iS-ti Sa-lim-[ a-hi-]im 1-di-[A-šu]r DUMU Ba-bi4[-lim] e. u Puzur 4-A -šur li-ma-an il₅-qe-ma r. iš-tu ha-mu-u[š-tim] šaA-ku-za 1 1/2 GIN TA i-na [ITI.KAM] a-na 1 ma-na-im IGI A-šur-{d}UTU-ši [I]GI 1-di-A-šu[r],"Of the 10 minas of silver that Iddin-abum owes to the colony we deducted 4 shekels per mina and the two limmus Iddin-Assur son of Babilum and Puzur-Assur received 9 113 minas of refined silver from Salim- ahum, and reckoned from the week of Akuza he will pay interest at the rate 1 'h shekel per month per mina. Witnessed by Assur-samsi, by Iddin-Assur son of Assur-malik.",AKT 6a.pdf
53. kt 94/k 944,Ša-lim-A-šur u Šu-Be-lum um-ma Šu-Be-lum-ma a-na Ša-lim-A -šur-ma a-bi a-ta E a-na a-bi-a: a-na mì/-lma a-na a-wa-ti-ka ga-ma-ri-im : a-li-kam i-a-ti: i-pa-ni a-hi-e-/a KB ša ta.r da ₁-nim di-nam um-ma Ša-lim-A-šur-lma 15 ma-na KB a-ma [i]-na pa-ni a-he-ka [t]a-la-qe: a-ma Bu-zu-a [qalta-tu-a um-ma Ša-lim-A-;Tšur₁-ma [i-n ]a ga-ma-ar a-wa-tim [ki-m ]a ku-a-ti ma-nam e. [t]u-šUa-ab um-ma Šu-Be-/lum-ma Bu-zu-a u -gi-a ki-ma i-a-ti u-še-ša-1 ab r. KB ša i-pa-ni a-he-e-la ta-r da ₁-na-ni KB 2 Ši-na KB um-ma Ša-lim-A -šur-ma šu-ma-ba Bu-zu-a u -gi-a i-na ga-ma-ar : a-wa-tim r la₁ tu-uš-tUi-ib um-ma Šu-Be-lum-ma šu-ma Bu-zu-a u -gi-a-a i-ga-ma-ar a-wa-tim La uŠ-tUi-ib a.r na 1 5 ma-na KB ša Bu-lzu-a e-pu-li-ni mi-ma La ta-da-nam a-na a-wa-tim a-ni-a-tim ka-ru-um Ka-ni-iš i-di-ni-a-ti-1 ma e. IGI GIR ša -šur Ši-bu-ti-ni ni-di-in IGI En-na-nim IGI -gi-a [(_.)] diM-GAL DUMU Bu-zi tap-p[a-i-ni],"Salim-Assur and Su-Belum seized us and Su- Belum said to Salim-Assur: ""You are my father, I have come to con- clude your case about everything relating to my paternal house. Give me what silver there is to give before my brothers."" Salim-Assur answered: ""You will indeed receive 15 minas of silver before your brothers."" ""Now, Buzuwa is my guarantor."" Salim-Assur continued: ""At the conclusion of the matter who will you have sit down on your behalf?"" Su-Belum answered: ""I shal have Buzuwa and Agiya sit down for me. The silver that you will give me before my brothers, those two will deduct that silver for you."" Salim-Assur said: ""And if indeed you have not had Buzuwa and Agiya sit down when the case is concluded?"" Su-Belum answered: ""If I have not had Bu- zuwa and Agiya sit down at the conclusion of the case, you shall not give me anything for the 5 minas of silver that Buzuwa bal- anced for me."" The Kanesh colony gave us for these pro- ceedings, and we gave our testimony before Assur's dagger. Witnessed by Ennanum, by Agiya; Adad- rabi son of Buzi was our (absent) partner.",AKT 6a.pdf
54. kt 94/k 1043,KISIB En-na-nim DUMU A-ld-bi₄-im KISIBA-gi-a DUMU Puzurr/A-sur diM-GAL DUMU Bu-/zi tap-pa-i-ni a-na a-wa-tim [a-n ]i-a-tim ka-ru-[ um] [ Ka-n ]i-is i-df-ni-a-[tf-ma] tup-pd-am H-bu-tf-ni e. IGI GfR sa -sur r. ni-di-in,"Sealed by Ennanum son of Ali-abum, by Agiya son of Puzur-Assur; Adad-rabi son of Buzi was our (absent) partner. The Kanesh colony gave us for these pro- ceedings and we gave a tablet with our testimony before Assur's dagger.",AKT 6a.pdf
55. kt 94/k 1062,tup-pu-u ha-ru-mu-tum ša v me-er-e I-di-a-bi4-im,Certified tablets with my witnesses concerning the sons of Iddin-abum.,AKT 6a.pdf
56. kt 94/k 1015,"Ša-lim-A -šur ni-a-ti-ma] um-ma šu-ut-ma : a-na Šu-Be-lim u En-na-Šu-i[n-ma] GU u GU KB 1 2 a-na hu-bu-ul a-bi4-ku-nu i-na na-ru-qi-a u-ša-qi-[il5] ba-a-nim tup-pe-e ša hu-bu-ul a-bi4-ku-nu am-ra-ma KB-pi šu-uq-la-nim um-ma šu-nu-ma tup-pu me-eh-ru ša a-bi4-ni i-na ku-nu-uk Su-{d}EN.LfL A-mur-ŠŠtar u Šu-A-nim ka-an-ku-ma i-na A-lim{ki} i-ba-Ši-u šu-ma-ba i-li-bi4 e. a-birni ta-ab-tu-ra-am ša-al-ma-am i-na r. l. ki - tm I! , fa ta-mu-a um-ma Ša-lim-A -šur-ma a-na Šu-Be-lim-ma KB ša eq-lim a-na-ku pa-hu-ra-am qa-bi4-a-ku mì-šu-um iŠ-ti DUMU Da-da KB i-na Ha-hi-im tal-qe um-[ma Šu-Be-lum-ma] ke-na al-qe u E[ n-na-Šu-in] iš-al-ma um-ma šu-u[t-ma] ml-Šu-um i-Ti-me-el-[ ki-]/a KB tal-qe um-ma šu-ut-/ma šu-ma al-qe a-da-/gal-šu Ia i-ba-5í a-na a-wa-tim a-ni-a-tim ka-r ru ₁-u[m] Ka-ni-iš i-di-ni-a-ti-ma 5í-bu-ti-ni IGI GIR I.e. ša -šur ni-di-in IGI -ku-za IGI La-li IGI Šu-Ku-bi4-im IGI -šur-i-mì-ti IGI I-tur4-DINGIR","Salim-Assur seized us and said to Su-Belum and Enna-Suen: ""I have paid some 1 or 2 talents of silver for your father's debt out of my joint- stock capital. Come on, look at the tablets concerning your father's debt and pay me my silver."" They said: ""Our father's tablets and copies were sealed with the seals of Su-Illil, Amur-IStar and Su-Anum, and they are in the City. If indeed you can establish anything as owed by our father, will you refuse to take it complete in the City?"" Salim-Assur answered Su-Belum: ""I have personally promised to collect the silver that is in Anatolia. Why have you taken silver from Dada's son in Hahhum?"" Su-Belum answered: ""Yes, I took it."" So he asked Enna-Suen, saying: ""Why have you taken silver m Timel- kiya?"" He answered: ""I shall look whether I took any, but there is nothing."" The Kanesh colony gave us for these proceedings and we gave our tes- timony before Assur's dagger. Witnessed by Akuza, by Lalum, by Su- Kiibum, by Assur-imitti, by Itiir-ili.",AKT 6a.pdf
57. kt 94/k 1052A,KISIB -ku-za KISIB La-li-im₁ rKISIB₁ Šu-Ku-bi-im DUMU A-zu KISIB -šur-i-mì-ti DUMU 1-ku-pì- ŠŠtar KISIB 1-tur.r-DINGIR DUMU A-mur- ŠŠtar tup-pu-um ša ba-ab DINGIR-lim ša Ši-bu-ti-šu-nu ša IGI GfR ša [A-šur],"Sealed by Akuza, by Lalum, by Su-Kiibum son of Azu, by Assur-imitti son of Ikiin- pi-IStar, by Itiir-ili son of Amur-IStar. The tablet from the Gate of the God with their testimony from before Assur's dag- ger.",AKT 6a.pdf
