transliteration,translation,source
umma <PN>Aššur-šadu'ē</PN> <PN>Amur-šarrassa</PN> u <PN>Šalim-wardī-ma</PN> ana <PN>Al-aḫim</PN> qibima 31 <PN>Mana</PN> annukum kunukkīka <PN>Šalim-wardī</PN> ublam ana mala tîrtīka annukum ana <PN>Amur-šarrassa</PN> u <PN>Šalim-wardī</PN> niddima ana libbi mātem u-šé-ri-bu-mā 6½ šiqil ana annikīka ublūnekkum ina qerbemma 3½ šiqil šaddu'atam nīde 4⅔ <PN>Mana</PN> 2½ šiqil kaspam kunukkēni <PN>Šalim-wardī</PN> naš'akkum 1 šiqil kaspam ana qātīšu niddin ana šumē šu-(d)EN.LÍL ša nišpurakkunni 3 <PN>Mana</PN> kaspam šu-(d)EN.LÍL mer'a <PN>Mannum-kī-Aššur</PN> e-pu-ul-ni-a--tí ištu <PN>Šalim-wardī</PN> illikanni šu-(d)EN.LÍL laššu a- šumīšu <PN>Šalim-wardī</PN> 10 ūmē u 20 ūmē <PN>nu-sá-as-ḫi-Wardum-šu</PN> ina allak šu-(d)EN.LÍL tîrtam zakūtam nišapparakkum,"From Aššur-šadū'e, Amur-šarrassa and Šalim-wardī to Ali-ahum: Šalim-wardī brought 31 minas of tin under your seal. In accordance with your instructions we gave the tin to Amur-šarrassa and Šalim-wardī and they led it into the heartland, and they brought you (silver) at 6½ shekels per (shekel) for your tin for you. Thereof we deposited 3½ shekels as transport tariff. Šalim-wardī brings you 4⅔ minas 2½ shekels of silver under our seals. We gave 1 shekel of silver for his disposal. With respect to Šu-Illil about whom we wrote to you, Šu-Illil son of Mannum-kī-Aššur promised 3 minas of silver to us. After Šalim-wardī came Šu-Illil was gone. Because of him we made Šalim-wardī wait 10 or 20 days. When Šu-Illil arrives we shall send a final report to you. ",original
ana <PN>Kulīya</PN> qibima umma <PN>Asānumma</PN> aššumi ašī'em saḫrāku a--ši-a--im imaggurū addaššuma atabbe'amma attallakam adi našpertīka ša aššumi <PN>Gallābim</PN> illikanni šēbē adīni lā aḫrim i- šēbēa <PN>Azu</PN> kaṣṣār <PN>Puzur-Amurrum</PN> bēlī <PN>Adā</PN> ana ana <PN>Puzur-Amurrum</PN> punuma <PN>Azu</PN> liṭrudam ište tappā'īšu šēbuttam liddinam ina lā i--da-i--a- ammēšam ittalkam umma šūtma ana <PN>Elāli</PN> allak,"To Kuliya, say, thus says Asānum: I am still staying (here) because of the meteoric iron. When they agree with the (quality / price of the) iron I will sell it, get ready and leave to you. As for your letter which arrived here concerning the axe, I have not yet recorded (the dispositions) of the witnesses. Among my witnesses figures Azu, the transporter of Puzur-Aššur. Please, my lord, approach Puzur-Aššur and let him send Azu to me, so that he can testify for me together with his colleagues. whithout my knowledge he has left for there, saying: I am going to Elālī.""""",original
ana <PN>Ennum-Aššur</PN> u <PN>Damiq-pī-Aššur</PN> ana <PN>Damiq-pī-Aššur</PN> qibima umma <PN>Šāt-Anna-ma</PN> 10 šiqil kaspam ṣarrupam ana ši'āmātem addinakkum 3 šalāšīšu qadum ša ḫarrān ālem ḫarrānam uqa''a ammākam kaspam u ši'amātēšu ana <PN>Ennum-Aššur</PN> šuqul,To Ennam-Aššur and Damiq-pī-Aššur; specifically to Damiq-pī-Aššur from Šāt-Anna: I gave you 10 shekels of refined silver for purchases. Three times I waited for the caravan together with those on the road to the City. Pay the silver or the goods bought with it there to Ennam-Aššur.,original
ana <PN>Ennam-Aššur</PN> qibima umma <PN>Šāt-Anna-ma</PN> 2 <PN>Mana</PN> 12½ šiqil kaspam ša addinakkunni aḫī <PN>Adā</PN> bēlī <PN>Adā</PN> šīmam epušma ište ālikem paniemma šēbilam x lā ša kulu ša aqbiakkunni lu ṣubātē lu annukum šaddiššuma šēbilam,"To Ennam-Aššur from Šāt-Anna: As to the 2 minas 12½ shekels of silver that I gave you, my dear brother, my dear lord, carry out the purchase yourself and send it with the very first transport. ... which I promised you, have him sell the textiles and the tin and send (the silver). ",original
ana <PN>Aḫātim</PN> kunuk <PN>Al-aḫim</PN> u kunuk <PN>Iddin-abim</PN>,To Ahātum; seal of Ali-ahum and seal of Iddin-abum.,original
ina 1½ bilat 4 <PN>Mana</PN> weri damiqtam u 1 bilat 14 <PN>Mana</PN> weri ṣallāmem ša <PN>Al-aḫum</PN> ezibu 31 <PN>Mana</PN> weri damiqtam ši'im xx <PN>Aššur-dugul</PN> ilqe x 4 <PN>Mana</PN> weri <PN>Enna-Suen</PN> ilqe 8 <PN>Mana</PN> weri damiqtam <PN>zi-mātem-Adad</PN> ilqe 15 <PN>Mana</PN> weri ši'im kutānū ana qātīšu né-eš-qúl 1 <PN>Mana</PN> weri ṣallāmam ḫi-xxxx <PN>Mana</PN> weri <PN>Amurrum-xxx</PN> ilqe x,"Of 1½ talents 4 minas of good copper and 1 talent 14 minas of black copper that Ali-ahum left, Aššur-dugul took 31 minas of good copper as the price of ... Enna-Suen took ... 4 minas of copper. Zikur-Adad took 8 minas of good copper. 15 minas of copper were paid to his account as the price of a kutānu. 1 mina of black copper ... x minas of copper ... Um-x took.",original
kunuk <PN>Al-aḫim</PN> mer'a <PN>Elāli</PN> kunuk <PN>Ennam-Aššur</PN> mer'a <PN>Enna-Suen</PN> kunuk <PN>Dān-Aššur</PN> mer'a <PN>Šalmiḫim</PN> kunuk <PN>Pūšu-kēn</PN> mer'a <PN>Sueyya</PN> <PN>Šuma</PN> <PN>Aššur-taklāku</PN> naruqqam ana <PN>Ennam-Aššur</PN> ittiddin ina 1 bilat 2 <PN>Mana</PN> kaspam ša ṭuppīšu ḫarmem ša <PN>Ennam-Aššur</PN> 2 <PN>Mana</PN> kaspam ilaqqema 3 <PN>Mana</PN> ḫurāṣum ište ummiānēšu šumē <PN>Pūšu-kēn</PN> ilappat <PN>Šuma</PN> <PN>Aššur-taklāku</PN> qassu imtaḫaṣ x-20 <PN>Mana</PN> kaspam kīma 10 <PN>Mana</PN> ḫurāṣum ištu ḫamuštem ša <PN>Iddi(n)-Aššur</PN> u <PN>Ikūnim</PN> ana 46 ḫamšātem <PN>Pūšu-kēn</PN> ana <PN>Ennam-Aššur</PN> iddanma naruq <PN>Ennam-Aššur</PN> ale ṭá-bu-šu-ni <PN>Pūšu-kēn</PN> ušērrab <PN>Šuma</PN> <PN>Pūšu-kēn</PN> naruqqam ana <PN>Ennam-Aššur</PN> lā ittiddin 10 <PN>Mana</PN> kaspam ṣarrupam <PN>Pūšu-kēn</PN> ana <PN>Ennam-Aššur</PN> išaqqal <PN>Šuma</PN> <PN>Ennam-Aššur</PN> qātam imtaḫaṣ 10 <PN>Mana</PN> kaspam ṣarrupam ana <PN>Pūšu-kēn</PN> išaqqal taḫsistum annītum miḫer ṭuppem ḫarmem ša kunuk pu,"Seal of Ali-ahum son of Elāli, seal of Ennam-Aššur son of Enna-Suen, seal of Dan-Aššur son of Šalim-ahum, seal of Pūšu-kēn son of Sueyya. If Aššur-taklāku has given a joint-stock investment to Ennam-Aššur, then he will receive 2 minas of silver out of the 1 talent 2 minas of silver in his certified tablet, belonging to Ennam-Aššur, and he will write down 3 minas of gold in the name of Pūšu-kēn with his other investors. If Aššur-taklāku has refused him, then Pūšu-kēn will give 40? minas of silver, representing 10 minas of gold, within 46 weeks reckoned from the week of Iddin-Aššur and Ikūnum, and Pūšu-kēn will make Ennam-Aššur's joint-stock investment enter wherever it is favourable for him. If Pūšu-kēn has not given a joint-stock investment to Ennam-Aššur (in time), Pūšu-kēn must give 10 minas of refined silver to Ennam-Aššur. If Ennam-Aššur has refused, he must pay 10 minas of refined silver to Pūšu-kēn. This memorandum is a copy of a certified tablet sealed by Pūšu-kēn.",original
ana <PN>Adadā</PN> u kannutem qibima umma <PN>Anaḫ-ilīma</PN> ½ <PN>Mana</PN> ḫurāṣum u 1½ <PN>Mana</PN> kaspam ša kannutem ša <PN>Ilī-bānī</PN> kīma kannutem kaspam ipqidāni annākam <PN>Al-abum</PN> u-ni-ḫi-mā kaspam 1 <PN>Mana</PN> u-ša-ag-me-er ana ālem im-ta-ša-ra-ni-mā ina dēn ālem kaspam u ḫurāṣum <PN>Al-abum</PN> ilaqqema ana awāt kannutem <PN>lā-bu-Amurrum</PN> izzāz <PN>Šuma</PN> <PN>Kannūtum</PN> ana <PN>Anaḫ-ilī</PN> tatuwwar <PN>Al-abum</PN> u-ša-ḫa-sú-u kaspam u ḫurāṣum šūt ana bētum ālem ana ḫubul <PN>Ilī-bānī</PN> iššiqil ammākam ale tîrtī <PN>Ilī-bānī</PN> ibaššiu ša ½ <PN>Mana</PN> ḫurāṣum pašallam u 1½ <PN>Mana</PN> kaspam u ši'amātēšu ṣabtamma miṣiā-ma li-qí-a- ṭuppam ša ālem dannam ša kīma ḫurāṣum u kaspam ša kà-nu-tí-ni uka''al u <PN>Šuma</PN> <PN>Kulīya</PN> illakamma awâtem u-ga-mar adi allakanni i--ta-ba-lā-šu awâtem lā tù-ga-mā-ra,"Say to Atata and Kannutum, thus Anah-ili: ""(As for the) ½ mina of gold and 1½ mina of silver, belonging to Kannutum, which silver Ili-bani, representing Kannutum, entrusted to me - here Ali-abum has caused me trouble and caused expenses of 1 mina of silver. He has now dragged me before the City and by verdict of the City Ali-abum will take that silver and gold and Ali-abum will be responsible for Kannutum's interests. Should Kannutum come back on Anah-ili, then Ali-abum will clear him. The aforementioned silver and gold have been paid to the City Office for (to cover) Ili-bani's debts. Over there, wherever goods ordered by Ili-bani are available, seize for a value of ½ mina of pasallum gold and 1½ mina of silver or what has been bought for it and take it at your own responsibility. I have a strong tablet of the City stating that the silver and gold belong to Kannutum. And if Kuliya comes in order to settle the affair, hold him in play until I arrive, do not settle the affair!""",original
kunuk <PN>Aššur-imittī</PN> mer'a <PN>Dudiki</PN> kunuk <PN>Uṣur-ša-Aššur</PN> mer'a <PN>Agua</PN> kunuk <PN>Aššur-bānī</PN> <PN>Rabim</PN> 15 <PN>Mana</PN> weri šikkam ana šumē <PN>Ennum-Aššur</PN> mer'a <PN>Šalm-Aššur</PN> ana tapḫīrem ašqul,"Seal of Aššur-imittī son of Dudiki, seal of Uṣur-ša-Aššur son of Akuwa, seal of Aššur-bāni, the dog"". I paid 15 minas of -copper to the temple-funds on behalf of Ennam-Aššur son of Šalim-Aššur.""",original
½ <PN>Mana</PN> a- beālem ana <PN>Uṣur-ša-Aššur</PN> mer'a <PN>Amriā</PN> ⅓ <PN>Mana</PN> <PN>Aššur-bēl-awātim</PN> a- mer'īšu u <PN>Šāt-ilī</PN> ⅓ <PN>Mana</PN> a- <PN>Kaluba</PN> ⅓ <PN>Mana</PN> a- beālem 10 šiqil a- tadmiqtem ana <PN>Aššur-ṭāb</PN> mer'a <PN>Arši-aḫ</PN> <PN>Adin</PN> maḫar <PN>Kurub-Ištar</PN> aḫīšu 10 šiqil <PN>Tūrāya</PN> 5 šiqil ana rabiem 10 šiqil ana ṣaḫrem ana mer'ē <PN>Amur-Ištar</PN> niā'em mimma anniem ana beālem adi 15 šiqil ana amtīšu <PN>Adin</PN> 1 <PN>Mana</PN> 17 šiqil ište <PN>Aguzānum</PN>,½ mina for a working capital to Uṣur-ša-Aššur son of Amriya; ⅓ mina: Aššur-bēl-awātim to his son and Šāt-ilī;,original
… <GN>Aššur</GN> … līpulkama … <PN>Mana</PN> kaspam ṣarrupam šuqul umma <PN>Iddin-Kūbumma</PN> ṭuppam rabiem <PN>Ṭāb-pī-Anim</PN> ina ūmem ša anāku u <PN>Šalim-Aššur</PN> ninnāmuru … tám addaššum … mer'a <PN>Puzur-Ištar</PN> [...],"...-Aššur ... he should answer you and you shall pay ... mina of refined silver. Iddin-Kūbum said: Erase the big tablet for me. The day I and Šalim-Aššur meet I shall give him ... the son of Puzur-Istar, ... """,original
30 <PN>Mana</PN> kaspam nisḫāssu watar šaddu'assu šabbu kunukkīa ana ummiānīa ša kīma iāti u <PN>Ḫinnaya</PN> <PN>Šu-Kūbum</PN> ubil maḫar <PN>a--mur-Dudu</PN> mer'a <PN>Mešar-rabi</PN> maḫar <PN>a--mur-Dudu</PN> mer'a <PN>Ḫarimtim</PN> 2 <PN>Mana</PN> kaspam iā'am 1 <PN>Mana</PN> kaspam ša <PN>Ḫinnaya</PN> a- pani elletem 1½ <PN>Mana</PN> kaspam ša <PN>Umme-Išḫara</PN> 15 šiqil ḫurāṣum ša <PN>Lamassitim</PN> u <PN>Aššuriš-tikal</PN> ina qerbemma ½ <PN>Mana</PN> 5 šiqil ša <PN>Lamassitim</PN> ⅓ <PN>Mana</PN> 5 šiqil kaspam ša ikribēa mimma anniem nisḫāssu watar šaddu'assu šabbu kunukkīa a- ša kīma iāti <PN>Šu-Kūbum</PN> ubil maḫar <PN>Lāqēp</PN> mer'a <PN>Izizzam-ilī</PN> maḫar <PN>Aššur-nādā</PN>,"30 minas of silver, its excise [added], his transport fee paid, under my seals, Šu-Kūbum brought to my investors and my representatives and to hinnāya. (Entrusted to him) in the presence of Amur-Šamaš, son of Mīšar-rabi, of Amur-Šamaš, son of harimtum. 2 minas of silver belonging to me; 1 mina of silver belonging to hinnāya, (sent) to meet the caravan; 1½ mina of silver of Ummī-Išhara; 15 shekels of gold of Lamassutum and Aššuriš-tikal, thereof 35 shekels of silver of Lamassutum (and?) 25 shekels of [silver] being [my?] temple funds - all this, its import tax [added], his transport fee [paid], under my seals, Šu-Kūbum brought to my representatives. In the presence of Lā-qēp, son of Izzizam-ilī, of Aššur-nādā.",original
<PN>Ennum-Aššur</PN> ana <PN>Al-aḫim</PN> iṣbatniātima umma <PN>Ennum-Aššur-ma</PN> ana <PN>Al-aḫim-ma</PN> alkam lā-ṣimid-a--al-kà umma <PN>Al-aḫum-ma</PN> ana mīnem taša''alāni umma <PN>Ennum-Aššur-ma</PN> ana taḫsisātem ša anāku u <PN>Adā</PN> nikkassē nissiu i- kunukkīka u kunukkīa kà-an-kà-ni ik-ra-ni ula kà-i--na-ni umma <PN>Al-aḫum-ma</PN> taḫsisātem ša kunukkīa u kunukkīka kà-an-kà-ni kēna kunukkūa lā anakkir umma <PN>Ennum-Aššur-ma</PN> ša nīš ālem x tamū' ka''ilā x ana ālem u <PN>Bēliā</PN> awātī <PN>Bila</PN> ana awâtem anniātem kārum <GN>Kaneš</GN> iddinniātima maḫar patar ša <GN>Aššur</GN> šēbuttīni niddin maḫar <PN>Aššur-rabi</PN> mer'a <PN>Lāqēp</PN> maḫar <PN>Ilī-bānī</PN> mer'a <PN>Amur-Ištar</PN>,"Ennam-Aššur seized us against Ali-ahum and said to Ali-ahum: Come, let me question you!"" Ali-ahum answered: ""Why do you want to question me?"" Ennam-Aššur said: ""About the memoranda stating that I and you settled accounts. Contest or confirm to me that they are sealed by you and me."" Ali-ahum answered: ""As to the memoranda sealed by me and by you - yes, I do not contest my seal."" Ennam-Aššur said: ""Keep in mind what was sworn by the City! Bring my case to the City assembly and my lord."" The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by Aššur-rabi son of Lā-qēp, by Ilī-bāni son of Amur-Ištar.""",original
umma <PN>Kuzizīya-ma</PN> ana <PN>Ennum-Aššur</PN> qibima ana mala tîrtīka ḫuršīka ša ṭuppē <PN>Pilaḫ-Ištar</PN> iddinam ḫuršiānum u kunukkūka kunnukū ša <PN>Alulā</PN> umma <PN>Pilaḫ-Ištar-ma</PN> ṭuppam ša kaṣṣārēšu ayyākamma nilqema u ana ḫuršiānim ni-iš-ku-šu-mā <PN>Alulā</PN> iknuk ḫuršiānam ša ṭuppīka <PN>Ebrimuša</PN> naš'akkum u a- mala tîrtīka ṭuppīka ana <GN>Burušḫaddem</GN> nu-uš-té-bi-il ašpurakkum umma anākuma uṭṭatam x x x-a--ku-mā awīltem dēn u tîrtaka lillikam tašpuram umma attāma addan aḫī <PN>Adā</PN> dēn,"From Kuzizya to Ennam-Aššur: In accordance with your message Pilah-Ištar gave me (access to) your store-room with the tablets - the container and your seal, sealed by Alulaya. Pilah-Ištar said: We have taken the tablet of his harnessor somewhere, and then we placed it in the container and Alulaya sealed it."" Ewarimuša brings you the container with the tablet; also, as you instructed, we have sent your tablets to Purušhaddum. I wrote to you and said: ""Give the grain ... to(?) the lady."" So, send word. You wrote, saying: ""I shall give it."" My dear brother, give it!""",original
ina 48 kutānē ša ikribē ina qerbemma 5 kutānē ana ½ <PN>Mana</PN> 7½ šiqil ši'imšunu ana rabiem perdē <PN>Adin</PN> 7 kutānē <PN>Aššur-mālik</PN> mer'a <PN>Innā</PN> ana 1 <PN>Mana</PN> 13 šiqil kaspam ilqe 1 kutānam <PN>Itūr-ilī</PN> ilqe 1 kutānam ana 7½ šiqil kaspam <PN>Kutupuš</PN> ilqe 3 kutānē <PN>Ṣeḫr-ilī</PN> ilqe 6 kutānū ina libbi <PN>Anana</PN> 2 kutānē <PN>Ḫatte</PN> nu-lā-bi-iš 10 kutānē <PN>Alua</PN> u-šé-ra-ba-am 1 kutānam damiqtam ana ½ <PN>Mana</PN> kaspam <PN>tù-Amurrum-lā-i--Amurrum</PN> ilqe 5 kutānē ana ḫarrānīa alqe 6 kutānē annākam ezib 1 kutānam ana 13 šiqil <PN>Ennānum</PN>,Of the 48 kutānus of the votive offerings: 5 kutānus I sold to the chief of mules for a price of ½ mina 7½ shekels;,original
umma <PN>Kuzizīya-ma</PN> u <PN>Amur-Ištar-ma</PN> ana <PN>Al-aḫim</PN> qibima ṣubātūka ina <PN>Maritḫim</PN> x damiqtam i- lā xxxx-warḫum ṣubātem raqqatum x ša tadānim innidnu šîttē ṣubātīka ibaššiu šīmum kà-sí-i- a- mala tîrtīka ṣubātīka ana batiq u watar niddanma ūl kasapšu ūl ḫurassu né-pá-ša-kum,"From Kuziziya and Amur-Ištar to Ali-ahum: Your textiles ... in Marithum, ... thin textiles that have been sold ... the rest of your textiles are available. The trade is at a stand-still. In accordance with your instructions we shall sell your textiles for the best available price, and we shall make for you either silver or gold.",original
ṭuppū ḫarrumūtum ša šēbīa ša mer'ē <PN>Iddin-abim</PN>,Certified tablets with my witnesses concerning the sons of Iddin-abum. ,original
ana <PN>Ennānim</PN> u <PN>Al-aḫim</PN> qibima umma <PN>Puzur-Aššur-ma</PN> 20 <PN>Mana</PN> kaspam kunukkīa <PN>Ennānum</PN> naši kaspam ina manā'īšu <PN>Ašdu</PN> ana <PN>Inaḫ-ilī</PN> i--ta-šī-a--mā ṭuppam ša kunukkīa liddinakkunūti kilallākkunuma liddiāšuma ri-ḫi u tù-ra-mā kunkāšuma ašar <PN>Aššur-nimrī</PN> e-ez-ba-šu kīma kaspam tašqulāni mā-ri-a--am ṭurdānim u tîrtakunu ište paniēma ālikē lillikam aḫḫūa attunu iḫdā mimma iṣṣērīa ṣibtum lā ilaqqe annākam ana annukum ša kaspam 1 <PN>Mana</PN> <PN>u-šé-lā-šu-Amurrum</PN>,"To Ennānum and Ali-ahum from Puzur-Aššur: Ennānum brings 20 minas of silver under my seal. Ašdu weighed the silver with his one-mina weight for Enah-ilī so let him give you a tablet with my seal. Both of you should split (the envelope) ... and seal it again and leave it for Aššur-nimrī. When you have weighed the silver send me the ... Also, send me word with the first transport. My dear brothers, take care so he does not take any interest from me. I shall realise every mina of silver on the tin here for him.",original
umma <PN>Itūr-ilī-ma</PN> ana <PN>Ennum-Aššur</PN> qibima lā libbi ilēma abūka me'et x x x-bi-šu ṭuppam x x x x bi-ište-tám x x x x an x x x x na x x ḫu x da x x ṣé-er-… x x tí … x x a--bi-… ište ik … awâtum lā ta-ga-… bûlātū ša abīka kankūma ibaššiu mimma ba'abtam i- bētem lā ibaššiu awassu iqbi ummiānū mūt abīka išmeuma x a- ta bu ana awâtem ša ipana nusalliūšunūtini awīlū magrū apputtum bûlātem ša abīkunu ana kaspam … na kīma … …-šu-nu e-pu …,"From Itūr-ilī to Ennam-Aššur: Sadly, your father has died. ... a tablet ... the mourning the assets of your father have been sealed and are available. There is nothing from outstanding claims in the house. He spoke his will. The investors heard of your father's death and ... and the men agreed to that which we had earlier pleaded with them about... Urgent, the assets of your father (should be turned) into silver ...",original
anāku damqātem a--šé-e-a--kum <PN>Adā</PN> lamniš tēpušanni x taṣabbat u iāti bēlī kīma akal ēkkalani kīma ammākam tušaḫizīni umma attāma ši'im amtem ana mer'īa lā dātini ana šiāti ana mer'īka lā addiši ši'im weri u kaspam ba'abtam ša nuā'am u-ša-zi-za-ku-ni šēbilamma u šupramma amatka a--ša kīma kuāti laddin,"While I am bent on doing what is good for you, you have treated me badly and you have seized ... As for me, my lord is consuming me like bread. As you instructed me there, saying: 'You must not give the price of the slave-girl to my son!', for that reason I have not given her to your son. Send me the price of the copper and the outstanding silver for which I made the native responsible to you and send me a message then I will give your slave-girl to your representative.""",original
