entry_type,form,norm,lexeme,type,known_meaning,train_frequency,in_train_data,eBL
lexicon,ku-nu-ki,kunukkē,kunukku,word,,81,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,ku-nu-ki,kunukkī,kunukku,word,,81,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,qá-tí,qātē,qātu,word,,81,True,https://www.ebl.lmu.de/dictionary?word=qātu
lexicon,qá-tí,qātī,qātu,word,,81,True,https://www.ebl.lmu.de/dictionary?word=qātu
lexicon,ku-nu-ki,kunukki,kunukku,word,,81,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,ku-nu-ki,kunnukī,kunnuku,word,,81,True,https://www.ebl.lmu.de/dictionary?word=kunnuku
lexicon,qá-tí,qāti,qātu,word,,81,True,https://www.ebl.lmu.de/dictionary?word=qātu
lexicon,qá-tí,qātī,qātu,word,,81,True,https://www.ebl.lmu.de/dictionary?word=qātu
lexicon,a-šar,ašar,ašar,word,,80,True,https://www.ebl.lmu.de/dictionary?word=ašar
lexicon,DIRI,watrum,watru,word,,80,True,https://www.ebl.lmu.de/dictionary?word=watru
lexicon,DIRI,watrūtem,watru,word,,80,True,https://www.ebl.lmu.de/dictionary?word=watru
lexicon,a-šùr,Aššur,Aššur,PN,,80,True,https://www.ebl.lmu.de/dictionary?word=Aššur
lexicon,DIRI,watram,watru,word,,80,True,https://www.ebl.lmu.de/dictionary?word=watru
lexicon,ku-ta-ni,kutānē,kutānu,word,,80,True,https://www.ebl.lmu.de/dictionary?word=kutānu
lexicon,DIRI,watar,watāru,word,,80,True,https://www.ebl.lmu.de/dictionary?word=watāru
lexicon,DIRI,watrā,watāru,word,,80,True,https://www.ebl.lmu.de/dictionary?word=watāru
lexicon,a-šùr,Aššur,Assur,GN,,80,True,https://www.ebl.lmu.de/dictionary?word=Assur
lexicon,DIRI,watar,watru,word,,80,True,https://www.ebl.lmu.de/dictionary?word=watru
lexicon,a-šar,ašar,ašar,word,,80,True,https://www.ebl.lmu.de/dictionary?word=ašar
lexicon,ša-du-a-sú,šaddu'assu,šaddu'utu,word,,78,True,https://www.ebl.lmu.de/dictionary?word=šaddu'utu
lexicon,ḫa-mu-uš-tim,ḫamuštem,ḫamuštu,word,,78,True,https://www.ebl.lmu.de/dictionary?word=ḫamuštu
lexicon,ḫa-am-ša-tim,ḫamšātem,ḫamuštu,word,,75,True,https://www.ebl.lmu.de/dictionary?word=ḫamuštu
lexicon,ku-li-a,Kulīya,Kuliā,PN,,74,True,https://www.ebl.lmu.de/dictionary?word=Kuliā
lexicon,a-pu-tum,apputtum,apputtu,word,,74,True,https://www.ebl.lmu.de/dictionary?word=apputtu
lexicon,a-šur-DU₁₀,Aššur-ṭāb,Aššur-ṭāb,PN,,73,True,https://www.ebl.lmu.de/dictionary?word=Aššur-ṭāb
lexicon,ma-na-im,manā'em,manā'u,word,,73,True,https://www.ebl.lmu.de/dictionary?word=manā'u
lexicon,dí-in,dēn,dēnu,word,,73,True,https://www.ebl.lmu.de/dictionary?word=dēnu
lexicon,na-ru-uq,naruq,naruqqu,word,,73,True,https://www.ebl.lmu.de/dictionary?word=naruqqu
lexicon,dí-in,din,tadānu,word,,73,True,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,ni-is-ḫa-sú,nisḫāssu,nisḫātu,word,,72,True,https://www.ebl.lmu.de/dictionary?word=nisḫātu
logogram,AN,AN,AN,logogram,,71,True,
lexicon,ITU.1.KAM,waraḫ,warḫu,word,,71,True,https://www.ebl.lmu.de/dictionary?word=warḫu
lexicon,ITU.1.KAM,waraḫ,warḫu,word,,71,True,https://www.ebl.lmu.de/dictionary?word=warḫu
lexicon,i-dí-ni-a-tí-ma,iddinniātima,tadānu,word,,71,True,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-bi-ni,abīni,abu,word,,71,True,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,ITU.1.KAM,warḫē,warḫu,word,,71,True,https://www.ebl.lmu.de/dictionary?word=warḫu
lexicon,ITU.1.KAM,warḫem,warḫu,word,,71,True,https://www.ebl.lmu.de/dictionary?word=warḫu
lexicon,ITU.1.KAM,warḫum,warḫu,word,,71,True,https://www.ebl.lmu.de/dictionary?word=warḫu
lexicon,ITU.1.KAM,warḫam,warḫu,word,,71,True,https://www.ebl.lmu.de/dictionary?word=warḫu
logogram,DUMU.SAL,DUMU.SAL,DUMU.SAL,logogram,,70,True,
logogram,MAN,MAN,MAN,logogram,king,70,True,
lexicon,MA,tu'imum,tu'imtu,word,,70,True,https://www.ebl.lmu.de/dictionary?word=tu'imtu
lexicon,ma,mā,mā,word,,70,True,https://www.ebl.lmu.de/dictionary?word=mā
lexicon,a-šur-i-mì-tí,Aššur-imittī,Aššur-imittī,PN,,70,True,https://www.ebl.lmu.de/dictionary?word=Aššur-imittī
logogram,PUZUR₄.SA.TU,PUZUR₄.SA.TU,PUZUR₄.SA.TU,logogram,,69,True,
lexicon,SÍG.ḪI.A,šāptū,šāptu,word,,69,True,https://www.ebl.lmu.de/dictionary?word=šāptu
lexicon,SÍG.ḪI.A,šāptam,šāptu,word,,69,True,https://www.ebl.lmu.de/dictionary?word=šāptu
lexicon,SÍG.ḪI.A,šāpātem,šāptu,word,,69,True,https://www.ebl.lmu.de/dictionary?word=šāptu
lexicon,SÍG.ḪI.A,šaptum,šāptu,word,,69,True,https://www.ebl.lmu.de/dictionary?word=šāptu
lexicon,SÍG.ḪI.A,šāpātum,šāptu,word,,69,True,https://www.ebl.lmu.de/dictionary?word=šāptu
lexicon,SÍG.ḪI.A,šāptē,šāptu,word,,69,True,https://www.ebl.lmu.de/dictionary?word=šāptu
lexicon,ša-bu,šabbu,šabā'u,word,,68,True,https://www.ebl.lmu.de/dictionary?word=šabā'u
lexicon,ší-bu-tí-ni,šēbuttīni,šēbuttu,word,,67,True,https://www.ebl.lmu.de/dictionary?word=šēbuttu
lexicon,e-zi-ib,ezib,ezābu,word,,67,True,https://www.ebl.lmu.de/dictionary?word=ezābu
lexicon,e-zi-ib,ēzib,ezābu,word,,67,True,https://www.ebl.lmu.de/dictionary?word=ezābu
lexicon,e-zi-ib,ēzib,ezābu,word,,67,True,https://www.ebl.lmu.de/dictionary?word=ezābu
lexicon,e-zi-ib,ezib,ezib,word,,67,True,https://www.ebl.lmu.de/dictionary?word=ezib
lexicon,e-zi-ib,ēzib,ezābu,word,,67,True,https://www.ebl.lmu.de/dictionary?word=ezābu
lexicon,i-ba-ší,ibašši,bašā'u,word,,65,True,https://www.ebl.lmu.de/dictionary?word=bašā'u
lexicon,i-ba-ší,ibašši,ibašši,word,,65,True,https://www.ebl.lmu.de/dictionary?word=ibašši
logogram,ITU.2.KAM,ITU.2.KAM,ITU.2.KAM,logogram,,64,True,
lexicon,a-bu-ša-lim,Abu-šalim,Abum-šali,PN,,63,True,https://www.ebl.lmu.de/dictionary?word=Abum-šali
lexicon,ku-ta-nu,kutānū,kutānu,word,,63,True,https://www.ebl.lmu.de/dictionary?word=kutānu
lexicon,ṣé-er,ṣēr,ṣērum,word,,62,True,https://www.ebl.lmu.de/dictionary?word=ṣērum
lexicon,a-wa-at,awāt,awātu,word,,61,True,https://www.ebl.lmu.de/dictionary?word=awātu
lexicon,a-šùr-DU₁₀,Aššur-ṭāb,Aššur-ṭāb,PN,,61,True,https://www.ebl.lmu.de/dictionary?word=Aššur-ṭāb
lexicon,ANŠE.ḪI.A,emāram,emāru,word,,60,True,https://www.ebl.lmu.de/dictionary?word=emāru
lexicon,ANŠE.ḪI.A,emārē,emāru,word,,60,True,https://www.ebl.lmu.de/dictionary?word=emāru
lexicon,PUZUR₄-a-šur,Puzur-Aššur,Puzur-Aššur,PN,,60,True,https://www.ebl.lmu.de/dictionary?word=Puzur-Aššur
lexicon,ANŠE.ḪI.A,emārū,emāru,word,,60,True,https://www.ebl.lmu.de/dictionary?word=emāru
lexicon,ANŠE.ḪI.A,emārān,emāru,word,,60,True,https://www.ebl.lmu.de/dictionary?word=emāru
lexicon,ma-ma-an,Maman,Maman,PN,,58,True,https://www.ebl.lmu.de/dictionary?word=Maman
lexicon,i-ku-pí-a,Ikuppiya,Ikūn-pīa,PN,,58,True,https://www.ebl.lmu.de/dictionary?word=Ikūn-pīa
lexicon,ma-ma-an,mamman,mamman,word,,58,True,https://www.ebl.lmu.de/dictionary?word=mamman
lexicon,li-li-kam,lillikam,alāku,word,,57,True,https://www.ebl.lmu.de/dictionary?word=alāku
lexicon,dí-na-ma,dināma,tadānu,word,,57,True,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,dí-na-ma,dinamma,tadānu,word,,57,True,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-dí-da,Adida,Adida,PN,,56,True,https://www.ebl.lmu.de/dictionary?word=Adida
lexicon,la,lā,lā,word,,56,True,https://www.ebl.lmu.de/dictionary?word=lā
lexicon,i-dí-a-bi₄-im,Iddin-abim,Iddin-abu,PN,,56,True,https://www.ebl.lmu.de/dictionary?word=Iddin-abu
logogram,ITU,ITU,ITU,logogram,month,55,True,
lexicon,li-li-kam-ma,lillikamma,alāku,word,,55,True,https://www.ebl.lmu.de/dictionary?word=alāku
lexicon,ṣí-ba-sú,ṣibassu,ṣibtum,word,,55,True,https://www.ebl.lmu.de/dictionary?word=ṣibtum
lexicon,a-šur-na-da,Aššur-nādā,Aššur-nādā,PN,,54,True,https://www.ebl.lmu.de/dictionary?word=Aššur-nādā
lexicon,e,e,e,word,,54,True,https://www.ebl.lmu.de/dictionary?word=e
lexicon,DUG,karpatem,karputu,word,,54,True,https://www.ebl.lmu.de/dictionary?word=karputu
lexicon,e,e,e,word,,54,True,https://www.ebl.lmu.de/dictionary?word=e
lexicon,DUG,karputum,karputu,word,,54,True,https://www.ebl.lmu.de/dictionary?word=karputu
lexicon,DUG,karpat,karputu,word,,54,True,https://www.ebl.lmu.de/dictionary?word=karputu
lexicon,iš-qú-ul,išqul,šaqālu,word,,54,True,https://www.ebl.lmu.de/dictionary?word=šaqālu
lexicon,DUG,karpātum,karputu,word,,54,True,https://www.ebl.lmu.de/dictionary?word=karputu
logogram,ME,ME,ME,logogram,,53,True,
logogram,SAG,SAG,SAG,logogram,head/capital,53,True,
lexicon,qá-tim,qātem,qātu,word,,53,True,https://www.ebl.lmu.de/dictionary?word=qātu
lexicon,wa-aḫ-šu-ša-na,Waḫšušana,Waḫšušana,GN,,53,True,https://www.ebl.lmu.de/dictionary?word=Waḫšušana
lexicon,en-nam-a-šùr,Ennam-Aššur,Ennam-Aššur,PN,,53,True,https://www.ebl.lmu.de/dictionary?word=Ennam-Aššur
lexicon,ku-a-tí,kuāti,attā,word,,52,True,https://www.ebl.lmu.de/dictionary?word=attā
lexicon,a-mur-a-šur,Amur-Aššur,Amur-Aššur,PN,,52,True,https://www.ebl.lmu.de/dictionary?word=Amur-Aššur
logogram,TUR,TUR,TUR,logogram,,51,True,
logogram,UDU.,UDU.,UDU.,logogram,,51,True,
lexicon,u₄-mì-im,ūmem,ūmu,word,,51,True,https://www.ebl.lmu.de/dictionary?word=ūmu
lexicon,ba-áb,bāb,bābu,word,,50,True,https://www.ebl.lmu.de/dictionary?word=bābu
lexicon,ili₅-ba-ni,Ilī-bānī,Ilī-bānī,PN,,49,True,https://www.ebl.lmu.de/dictionary?word=Ilī-bānī
lexicon,ma-ma-ḫi-ir,Man-maḫir,Man-maḫir,PN,,49,True,https://www.ebl.lmu.de/dictionary?word=Man-maḫir
lexicon,šu-ku-bi-im,Šu-Kūbim,Šu-Kūbu,PN,,49,True,https://www.ebl.lmu.de/dictionary?word=Šu-Kūbu
lexicon,i-ba-ší-ú,ibaššiu,bašā'u,word,,49,True,https://www.ebl.lmu.de/dictionary?word=bašā'u
lexicon,šu-be-lim,Šu-Bēlem,Šu-Bēlu,PN,,49,True,https://www.ebl.lmu.de/dictionary?word=Šu-Bēlu
lexicon,al-qé,alqe,laqā'u,word,,49,True,https://www.ebl.lmu.de/dictionary?word=laqā'u
lexicon,i-ba-ší-ú,ibaššiū,bašā'u,word,,49,True,https://www.ebl.lmu.de/dictionary?word=bašā'u
lexicon,a-ḫu-a,aḫḫūa,aḫu,word,,48,True,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,i-dí-in,iddin,tadānu,word,,48,True,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-šùr-ma-lik,Aššur-mālik,Aššur-mālik,PN,,48,True,https://www.ebl.lmu.de/dictionary?word=Aššur-mālik
lexicon,a-ḫu-a,aḫūa,aḫu,word,,48,True,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,iḫ-da-ma,iḫdāma,naḫādu,word,,48,True,https://www.ebl.lmu.de/dictionary?word=naḫādu
lexicon,iḫ-da-ma,iḫdamma,naḫādu,word,,48,True,https://www.ebl.lmu.de/dictionary?word=naḫādu
lexicon,a-ḫu-a,Aḫua,Aḫuwā,PN,,48,True,https://www.ebl.lmu.de/dictionary?word=Aḫuwā
lexicon,ma-na.TA,manā,manā'u,word,,47,True,https://www.ebl.lmu.de/dictionary?word=manā'u
lexicon,tí-ir-ta-kà,tîrtaka,tîrtu,word,,47,True,https://www.ebl.lmu.de/dictionary?word=tîrtu
lexicon,ḫi-na-a,Ḫinnaya,Ḫinnā,PN,,47,True,https://www.ebl.lmu.de/dictionary?word=Ḫinnā
lexicon,kur-ub-IŠTAR,Kurub-Ištar,Kurub-Ištar,PN,,46,True,https://www.ebl.lmu.de/dictionary?word=Kurub-Ištar
lexicon,a-bi-a,Abīya,Abiā,PN,,46,True,https://www.ebl.lmu.de/dictionary?word=Abiā
lexicon,(TÚG)ku-ta-ni,kutānē,kutānu,word,,46,True,https://www.ebl.lmu.de/dictionary?word=kutānu
lexicon,a-bi-a,Abiā,Abiā,PN,,46,True,https://www.ebl.lmu.de/dictionary?word=Abiā
lexicon,a-bi-a,abīa,abu,word,,46,True,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-šur-i-dí,Aššur-idī,Aššur-idī,PN,,45,True,https://www.ebl.lmu.de/dictionary?word=Aššur-idī
lexicon,KÙ,kasap,kaspu,word,,45,True,https://www.ebl.lmu.de/dictionary?word=kaspu
lexicon,be-lúm-ba-ni,Bēlum-bānī,Bēlum-bānī,PN,,45,True,https://www.ebl.lmu.de/dictionary?word=Bēlum-bānī
lexicon,PUZUR₄.IŠTAR,Puzur-Ištar,Puzur-Ištar,PN,,45,True,https://www.ebl.lmu.de/dictionary?word=Puzur-Ištar
lexicon,KÙ,kaspum,kaspu,word,,45,True,https://www.ebl.lmu.de/dictionary?word=kaspu
lexicon,lu-qú-tim,luqūtem,luqūtu,word,,45,True,https://www.ebl.lmu.de/dictionary?word=luqūtu
lexicon,ku-zi-zi-a,Kuzizīya,Kuziziā,PN,,45,True,https://www.ebl.lmu.de/dictionary?word=Kuziziā
lexicon,KÙ,kaspem,kaspu,word,,45,True,https://www.ebl.lmu.de/dictionary?word=kaspu
lexicon,na-áš-a-kum,naš'akkum,našā'u,word,,45,True,https://www.ebl.lmu.de/dictionary?word=našā'u
lexicon,KÙ,kaspam,kaspu,word,,45,True,https://www.ebl.lmu.de/dictionary?word=kaspu
logogram,ITU.3.KAM,ITU.3.KAM,ITU.3.KAM,logogram,,45,True,
lexicon,a-ḫu-ú-a,aḫḫūa,aḫu,word,,44,True,https://www.ebl.lmu.de/dictionary?word=aḫu
logogram,EN.ZU,EN.ZU,EN.ZU,logogram,,44,True,
lexicon,a-ḫu-ú-a,Aḫua,Aḫuwā,PN,,44,True,https://www.ebl.lmu.de/dictionary?word=Aḫuwā
lexicon,a-šùr-i-mì-tí,Aššur-imittī,Aššur-imittī,PN,,44,True,https://www.ebl.lmu.de/dictionary?word=Aššur-imittī
lexicon,a-la-ḫi-im,Al-aḫim,Ali-aḫu,PN,,44,True,https://www.ebl.lmu.de/dictionary?word=Ali-aḫu
lexicon,a-ḫu-ú-a,aḫūa,aḫu,word,,44,True,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-lu-wa,Alua,Alua,PN,,43,True,https://www.ebl.lmu.de/dictionary?word=Alua
lexicon,šu-mì,šumē,šumu,word,,43,True,https://www.ebl.lmu.de/dictionary?word=šumu
lexicon,šál-ma-a-šùr,Šalm-Aššur,Šalim-Aššur,PN,,43,True,https://www.ebl.lmu.de/dictionary?word=Šalim-Aššur
lexicon,ni-iš,nīš,nīšu,word,,43,True,https://www.ebl.lmu.de/dictionary?word=nīšu
lexicon,šu-mì,šumi,šumu,word,,43,True,https://www.ebl.lmu.de/dictionary?word=šumu
lexicon,šé-bi₄-lam,šēbilam,wabālu,word,,43,True,https://www.ebl.lmu.de/dictionary?word=wabālu
lexicon,ší-a-ma-tim,ši'āmātem,ši'āmātu,word,,43,True,https://www.ebl.lmu.de/dictionary?word=ši'āmātu
lexicon,ku-nu-ki-ni,kunukkēni,kunukku,word,,42,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,me-er-e,mer'ē,mer'u,word,,42,True,https://www.ebl.lmu.de/dictionary?word=mer'u
lexicon,tí-ir-tí,tîrti,tîrtu,word,,42,True,https://www.ebl.lmu.de/dictionary?word=tîrtu
lexicon,tí-ir-tí,tîrtī,tîrtu,word,,42,True,https://www.ebl.lmu.de/dictionary?word=tîrtu
lexicon,ṭup-pu-šu,ṭuppūšu,ṭuppu,word,,42,True,https://www.ebl.lmu.de/dictionary?word=ṭuppu
lexicon,ku-nu-ki-ni,kunukkīni,kunukku,word,,42,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,ša-lim-a-šùr-ma,Šalim-Aššur-ma,Šalim-Aššur,PN,,42,True,https://www.ebl.lmu.de/dictionary?word=Šalim-Aššur
lexicon,ḫa-muš-tim,ḫamuštem,ḫamuštu,word,,42,True,https://www.ebl.lmu.de/dictionary?word=ḫamuštu
lexicon,ṭup-pu-šu,ṭuppušu,ṭuppu,word,,42,True,https://www.ebl.lmu.de/dictionary?word=ṭuppu
logogram,ZA,ZA,ZA,logogram,,41,True,
lexicon,i-sú-rik₁₃,Issu-rīk,Issu-arik,PN,,41,True,https://www.ebl.lmu.de/dictionary?word=Issu-arik
lexicon,ì-lí-dan,Ilī-dān,Ilī-dān,PN,,41,True,https://www.ebl.lmu.de/dictionary?word=Ilī-dān
lexicon,ší-ma-am,šīmam,šīmu,word,,40,True,https://www.ebl.lmu.de/dictionary?word=šīmu
lexicon,IŠTAR-lá-ma-sí,Ištar-lamassī,Ištar-lamassī,PN,,40,True,https://www.ebl.lmu.de/dictionary?word=Ištar-lamassī
lexicon,šu-ku-bu-um,Šu-Kūbum,Šu-Kūbu,PN,,40,True,https://www.ebl.lmu.de/dictionary?word=Šu-Kūbu
lexicon,na-áš-a-ku-nu-tí,naš'akkunūti,našā'u,word,,40,True,https://www.ebl.lmu.de/dictionary?word=našā'u
lexicon,ší-ni-šu,šinēšu,šinēšu,word,,40,True,https://www.ebl.lmu.de/dictionary?word=šinēšu
lexicon,ŠE,uṭṭat,uṭṭutu,word,,40,True,https://www.ebl.lmu.de/dictionary?word=uṭṭutu
lexicon,še,uṭṭat,uṭṭutu,word,,40,True,https://www.ebl.lmu.de/dictionary?word=uṭṭutu
lexicon,šu-nu-ma,šunuma,šunu,word,,39,True,https://www.ebl.lmu.de/dictionary?word=šunu
lexicon,šé-ep-IŠTAR,Šēp-Ištar,Šēp-Ištar,PN,,39,True,https://www.ebl.lmu.de/dictionary?word=Šēp-Ištar
lexicon,en-um-a-šur-ma,Ennum-Aššur-ma,Ennam-Aššur,PN,,39,True,https://www.ebl.lmu.de/dictionary?word=Ennam-Aššur
lexicon,ší-mì-im,šīmem,šīmu,word,,39,True,https://www.ebl.lmu.de/dictionary?word=šīmu
logogram,IM.GAL,IM.GAL,IM.GAL,logogram,,38,True,
lexicon,iṣ-ba-at-ni-a-tí-ma,iṣbatniātima,ṣabātu,word,,38,True,https://www.ebl.lmu.de/dictionary?word=ṣabātu
lexicon,šu-nu-nu,Šu-Nunu,Šu-Nunu,PN,,38,True,https://www.ebl.lmu.de/dictionary?word=Šu-Nunu
lexicon,a-al-DU₁₀,Āl-ṭāb,Āl-ṭāb,PN,,38,True,https://www.ebl.lmu.de/dictionary?word=Āl-ṭāb
lexicon,a-ḫi-šu,aḫīšu,aḫu,word,,38,True,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,ú-kà-al,uka''al,ka''ulu,word,,38,True,https://www.ebl.lmu.de/dictionary?word=ka''ulu
lexicon,šu-a-nim,Šu-Anem,Šu-Anu,PN,,38,True,https://www.ebl.lmu.de/dictionary?word=Šu-Anu
lexicon,i-dí-a-šur,Iddi(n)-Aššur,Iddin-Aššur,PN,,38,True,https://www.ebl.lmu.de/dictionary?word=Iddin-Aššur
lexicon,GIG,aršāti,aršātu,word,,38,True,https://www.ebl.lmu.de/dictionary?word=aršātu
lexicon,a-ḫi-šu,aḫḫēšu,aḫu,word,,38,True,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,ú-kà-al,ukâl,kallu,word,,38,True,https://www.ebl.lmu.de/dictionary?word=kallu
lexicon,ú-kà-al,uka''al,ka''ulu,word,,38,True,https://www.ebl.lmu.de/dictionary?word=ka''ulu
lexicon,dan-a-šur,Dān-Aššur,Dān-Aššur,PN,,38,True,https://www.ebl.lmu.de/dictionary?word=Dān-Aššur
lexicon,(d)MAR.TU-ba-ni,Amurrum-bānī,Amurrum-bānī,PN,,38,True,https://www.ebl.lmu.de/dictionary?word=Amurrum-bānī
lexicon,ṭup-pí-im,ṭuppem,ṭuppu,word,,37,True,https://www.ebl.lmu.de/dictionary?word=ṭuppu
lexicon,ṭup-pí,ṭuppī,ṭuppu,word,,37,True,https://www.ebl.lmu.de/dictionary?word=ṭuppu
lexicon,i-dí-sú-in,Iddin-Suen,Iddin-Suen,PN,,37,True,https://www.ebl.lmu.de/dictionary?word=Iddin-Suen
lexicon,ṭup-pí,ṭuppē,ṭuppu,word,,37,True,https://www.ebl.lmu.de/dictionary?word=ṭuppu
lexicon,a-bi-kà,abīka,abu,word,,37,True,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,ṭup-pí,ṭuppi,ṭuppu,word,,37,True,https://www.ebl.lmu.de/dictionary?word=ṭuppu
lexicon,DAM,aššat,aššutu,word,,37,True,https://www.ebl.lmu.de/dictionary?word=aššutu
lexicon,e-lá-lí,Elāli,Elāli,PN,,36,True,https://www.ebl.lmu.de/dictionary?word=Elāli
lexicon,NINDA,akal,akulum,word,,36,True,https://www.ebl.lmu.de/dictionary?word=akulum
lexicon,il₅-qé-ú,ilqeū,laqā'u,word,,36,True,https://www.ebl.lmu.de/dictionary?word=laqā'u
lexicon,pì-lá-aḫ-IŠTAR,Pilaḫ-Ištar,Pilaḫ-Ištar,PN,,36,True,https://www.ebl.lmu.de/dictionary?word=Pilaḫ-Ištar
lexicon,NINDA,akilem,akulum,word,,36,True,https://www.ebl.lmu.de/dictionary?word=akulum
lexicon,GAL,rab,rabiu,word,,36,True,https://www.ebl.lmu.de/dictionary?word=rabiu
lexicon,GAL,rabium,rabiu,word,,36,True,https://www.ebl.lmu.de/dictionary?word=rabiu
lexicon,il₅-qé-ú,ilqeu,laqā'u,word,,36,True,https://www.ebl.lmu.de/dictionary?word=laqā'u
lexicon,NINDA,aklum,akulum,word,,36,True,https://www.ebl.lmu.de/dictionary?word=akulum
lexicon,NINDA,akulum,akulum,word,,36,True,https://www.ebl.lmu.de/dictionary?word=akulum
lexicon,il₅-qé-ú,ilqeu,laqā'u,word,,36,True,https://www.ebl.lmu.de/dictionary?word=laqā'u
lexicon,GAL,rabiem,rabiu,word,,36,True,https://www.ebl.lmu.de/dictionary?word=rabiu
lexicon,PUZUR₄-a-na,Puzur-Anna,Puzur-Anna,PN,,36,True,https://www.ebl.lmu.de/dictionary?word=Puzur-Anna
lexicon,GAL,rabi,rabiu,word,,36,True,https://www.ebl.lmu.de/dictionary?word=rabiu
lexicon,GAL,rabi,rabiu,word,,36,True,https://www.ebl.lmu.de/dictionary?word=rabiu
lexicon,a-bi₄-ni,abīni,abu,word,,36,True,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,NINDA,akalam,akulum,word,,36,True,https://www.ebl.lmu.de/dictionary?word=akulum
lexicon,mì-šu,miššu,mīnu,word,,35,True,https://www.ebl.lmu.de/dictionary?word=mīnu
lexicon,a-šur-SIPA,Aššur-rē'ī,Aššur-rē'ī,PN,,35,True,https://www.ebl.lmu.de/dictionary?word=Aššur-rē'ī
lexicon,šu-sú-in,Šu-Suen,Šu-Suen,PN,,35,True,https://www.ebl.lmu.de/dictionary?word=Šu-Suen
lexicon,šu-ku-bi₄-im,Šu-Kūbim,Šu-Kūbu,PN,,35,True,https://www.ebl.lmu.de/dictionary?word=Šu-Kūbu
logogram,GU₄,GU₄,GU₄,logogram,ox,35,True,
lexicon,ú-zu-a,Uzuwa,Uzua,PN,,35,True,https://www.ebl.lmu.de/dictionary?word=Uzua
lexicon,ṣa-ru-pu-um,ṣarrupum,ṣarrupu,word,,35,True,https://www.ebl.lmu.de/dictionary?word=ṣarrupu
lexicon,šu-a-tí,šuāti,šūt,word,,35,True,https://www.ebl.lmu.de/dictionary?word=šūt
lexicon,ni-kà-sí,nikkassē,nikkassū,word,,35,True,https://www.ebl.lmu.de/dictionary?word=nikkassū
logogram,GUDU₄,GUDU₄,GUDU₄,logogram,,34,True,
logogram,UTU.DU₁₀,UTU.DU₁₀,UTU.DU₁₀,logogram,,34,True,
lexicon,a-šur-be-el-a-wa-tim,Aššur-bēl-awātim,Aššur-bēl-awāti,PN,,34,True,https://www.ebl.lmu.de/dictionary?word=Aššur-bēl-awāti
lexicon,dur₄-ḫu-mì-it,Durḫumit,Durḫumit,GN,,34,True,https://www.ebl.lmu.de/dictionary?word=Durḫumit
lexicon,ku-nu-uk,kunuk,kunukku,word,,34,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,i-ša-qú-lu,išaqqulū,šaqālu,word,,34,True,https://www.ebl.lmu.de/dictionary?word=šaqālu
lexicon,šu-ki-tim,Šukketem,Šukkatu,PN,,34,True,https://www.ebl.lmu.de/dictionary?word=Šukkatu
lexicon,a-ma,amma,amma,word,,34,True,https://www.ebl.lmu.de/dictionary?word=amma
lexicon,a-ma,Amma,Ammā,PN,,34,True,https://www.ebl.lmu.de/dictionary?word=Ammā
lexicon,da-dí-a,Dadia,Dadia,PN,,34,True,https://www.ebl.lmu.de/dictionary?word=Dadia
lexicon,i-ša-qú-lu,išaqqulu,šaqālu,word,,34,True,https://www.ebl.lmu.de/dictionary?word=šaqālu
lexicon,tám-kà-ri-im,tamkārem,tamkāru,word,,34,True,https://www.ebl.lmu.de/dictionary?word=tamkāru
lexicon,ṣí-ib-tim,ṣibtem,ṣibtum,word,,33,True,https://www.ebl.lmu.de/dictionary?word=ṣibtum
lexicon,i-šu-ú,īšu,išā'u,word,,33,True,https://www.ebl.lmu.de/dictionary?word=išā'u
lexicon,it-bu-lu,itbulu,tabālu,word,,33,True,https://www.ebl.lmu.de/dictionary?word=tabālu
lexicon,e-la-ma,Elamma,Elamma,PN,,33,True,https://www.ebl.lmu.de/dictionary?word=Elamma
lexicon,it-bu-lu,itbulū,tabālu,word,,33,True,https://www.ebl.lmu.de/dictionary?word=tabālu
logogram,AB,AB,AB,logogram,,33,True,
