source,target,origin
a - na EN GAL-i ... gaš - ru šit-ra-ḫu ... a - šá - red d í-gì-gì u d GÉŠ . U EN ... LUGAL la šá - na-an EN - ía KU ... ana - ku m AN . ŠÁR-DÙ-A MAN KUR AN . ŠÁR . KI ... - bu-u - ti ... muš - te-eʾ-u aš - ri - ka ... šá ur-ru u GI₆ DIŠ IM ... pa-liḫ DINGIR-ti-ka GAL - ti ... um - ma-ma DIŠ AN ... a-šir DINGIR . MEŠ u LÚ ... mu-rik UD . ME ... ana-ku m AN . ŠÁR - DÙ - A ... DUMU LUGAL DINGIR . MEŠ ... ina ṭu-ub UZU-šú ... SIPA-tú ur-ru - ... at-ta lu tukul-ti ... at-ta lu a-lik Á . II-ía ... ina qí-bi-ti - ka ṣir - ti ... u₄-mu ITI u MU . AN . NA ... u₄-mu ITI u MU . AN . NA ... ( ) ... lu-na - ʾi - id qur-di - ka ... ši - me a-a - ši eṭ-ra - an-ni ... (traces) ... ... ... ... ...,"T o the gre at lord , ... , powerful , sple n di d , ... , foremost among the Igīgū and Anunnakū gods , lord of ... , unrivalled king , my lord , ... ... : I , Ashurbanipal , king of Assyria , ... ... ... the one who is assiduous towards your place s ( of worship ) , ... who day and night ... ... , the one who reveres your gre at divinity ... ... ... the one who directs gods and hum anity ... , the one who prolongs ( my ) days , ... , I , Ashurba nipal , ... , ( rev . 1 ) son of the king of the gods ... in his good physical health ... , shepherdship ... ... You ( Marduk ) , be my support ! ... . You , be the one who goe s at my si de ! ... . By your ex a lt ed command , ... day , month , and y e a r ... d a y , month , and year ... ... ... ( rev . 10 ) so that I might praise your valo r ... listen to me , spare me , ... ... ... .",oracc
KUR m AN . ŠÁR-DÙ-A MAN ŠÚ MAN KUR AN . ŠÁR . KI ka-šid KUR . ELAM . MA . KI ra - pa - áš - tú mu-šaḫ-rib da - ád - me-šá A m AN . ŠÁR-PAP-AŠ MAN ŠÚ MAN KUR AN . ŠÁR . KI A m d 30- PAP . MEŠ-SU MAN ŠÚ MAN KUR AN . ŠÁR . KI ŠÀ . BAL . BAL m LUGAL-GI . NA MAN ŠÚ MAN KUR AN . ŠÁR . KI ul-tú BAD₅ . BAD₅ m te - um-man i - na MÈ áš-ku-nu ina qí-bit AN . ŠÁR u d AMAR . UTU ina qé - reb NINA . KI ṣa - lam LUGAL-ú - ti - ia NA₄ . ...,"The palace of Ashurbanipal , king of the world , king of Assyria , the one who conquered the wi de land Elam ( and ) who devastated its settl ements , son of Esarhaddon , king of the world , king of A ssyria , son of Sennacherib , king of the world , king of Assyria , descendant of Sargon ( II ) , king of the world , king of Assyria — after I had brought about the defeat of < Te>umman i n battle , by the command of the gods Aššur and Marduk , in side Nineveh , ... an i mage of my royal majest y ...",oracc
É . GAL m aš-šur-DÙ-A MAN GAL MAN dan-nu MAN ŠÚ MAN KUR AŠ A m aš-šur-PAP-AŠ MAN KUR AŠ A m d 30- PAP . MEŠ-SU MAN KUR AŠ-ma,"The palace of Ashurbanipal , great king , strong king , king of the world , king of Assyria , son of Esarhaddon , king of Assyria , son of Sennacherib , ( who was ) also king of Assyria .",oracc
KUR m AN . ŠÁR-DÙ-A MAN ŠÚ MAN KUR AŠ A m AN . ŠÁR-PAP-AŠ MAN KUR AŠ A m 30- PAP . MEŠ-SU MAN KUR AŠ - ma,"The palace of Ashurbanipal , king of the world , king of Assyria , son of Esarhaddon , king of Assyria , son of Sennacherib , ( who was ) also king of Assyria .",oracc
KIŠIB m d aš-šur - DÙ - A MAN ŠÚ MAN KUR AŠ A m AN . ŠÁR-PAP-AŠ MAN KUR AŠ A m 30- PAP . MEŠ-SU MAN KUR AŠ-ma,"Seal of Ashurbani pal , king of the world , king of Assyria , son of Esarhaddon , king of Assyria , son of Sennacherib , ( who was ) also king of Assyria .",oracc
KUR m AN . ŠÁR-DÙ-A MAN ŠÚ MAN KUR AŠ A m AN . ŠÁR-PAP-AŠ MAN KUR AŠ A m 30 - PAP . MEŠ-SU MAN KUR AŠ - ma,"The palace of Ashurbanipal , king of the world , king of Assyria , son of Esarhaddon , king of Assyria , son of Senna cherib , ( who was ) also king of Assyria .",oracc
KUR m AN . ŠÁR-DÙ-A MAN GAL MAN dan-nu MAN ŠÚ MAN KUR AN . ŠÁR . KI A m AN . ŠÁR-PAP-AŠ MAN ŠÚ MAN KUR AN . ŠÁR . KI,"The palace of Ashurbanipal , great king , strong king , king of the world , king of Assyria , son of Esarhaddon , king of the world , king of Assyria .",oracc
KUR m AN . ŠÁR-DÙ-A ( MAN GAL MAN dan-nu ) MAN ŠÚ MAN KUR AŠ A m AN . ŠÁR-PAP-AŠ MAN ŠÚ MAN KUR AŠ A m d 30- PAP . MEŠ-SU MAN KUR AŠ-ma,"The palace of Ashurbanipal , ( great king , strong king , ) king of the world , king of Assyria , son of Esarhaddon , king of the world , king of Assyria , son of Sennacherib , ( who was ) also king of Assyria .",oracc
KUR m AN . ŠÁR-DÙ-A ( MAN GAL MAN dan-nu ) MAN ŠÚ MAN KUR AŠ A m AN . ŠÁR - PAP-AŠ MAN ŠÚ MAN KUR AŠ A m d 30- PAP . MEŠ - SU MAN KUR AŠ A m MAN-GIN MAN KUR AŠ-ma,"The palace of Ashurbanipal , ( great king , strong king , ) king of the world , king of Assyria , son of Esa rhaddon , king of the world , king of Assyria , son of Sennacher ib , king of Assyria , son of Sargon ( II ) , ( who was ) also king of Assyria .",oracc
šá - kin BAD₅ . BAD₅ KUR . ELAM . MA . KI,The one who bro ught about the defeat of the land Elam .,oracc
... ú-nam-mir ki - ma u₄-me ... ina é-gašan-ḫi - li - kù-ga ... pa-rak da - ra - a-ti ... . MEŠ - šú ... . MEŠ ... ... KUR . mu - ṣur KUR . ku - ú-su ik-šu-du-ma ina la mi-ni iš-lu-la šal-la-as-su KUR šu-a - tu a-na si-ḫir - ti-šá i-be-el-ma a-na mi-ṣir KUR aš-šur . KI ú-ter MU . MEŠ URU . MEŠ maḫ-ru - ti ú-nak-kir-ma a-na eš-šu-ú - te iš-ku-na ni-bi-is-su-un ARAD . MEŠ-šú a-na LUGAL-ti LÚ . NAM - ú-ti LÚ . GAR-nu-ú - te ú-pa-qí-da ina lìb-bi GUN man-da-at-tu be-lu - ti - šú šat-ti-šam-ma ú-kin ṣe-ru-uš-šú-un 55 ALAM LUGAL - ti-šú - nu ... li-i - tú ki-šit-ti ŠU . II-šú ma - ... ina ma-ḫa-za-a - ni É . KUR . MEŠ šá qé-reb ... ul - tu AD ba-nu-u - a im - ... m tar-qu-ú ba - lu DINGIR . MEŠ a-na e-kem KUR . mu-ṣur uš-tam-ṣa-a a-na DA ... da-na-an AN . ŠÁR EN - ia e - mì-iš-ma it-ta-kil a-na e-muq ra-ma-ni-šú ep - šet ma - ru-uš - tú šá AD DÙ-u - a e - pu-šú-uš ul ib-bal-kit ina lìb-bi-šú il-li-kám-ma qé - reb URU . me - em-pi e - ru-um-ma URU šu-a - tu ú-ter ra-ma-nu-uš e-li UN . MEŠ KUR aš - šur ša qé - reb KUR . mu-ṣur ARAD . MEŠ-ni da-gíl pa-ni-ia ša m aš-šur - PAP - AŠ MAN KUR aš - šur AD DÙ-u - a a-na LUGAL-ú - ti ip-qí-du ina lìb-bi a-na da - a - ki ḫa-ba-a - ti šá - la-li ú-ma-ʾe-e - ra um-man-šú al-la-a - ku ḫa-an-ṭu ina qé - reb NINA . KI il-li-kam-ma ú-šá-an-na-a ia-a - ši e - li ep-še-e - ti an - na - a-ti lìb-bi i-gu-ug-ma iṣ-ṣa-ri-iḫ ka-bat-ti al - si-ma LÚ . tur-tan LÚ . NAM . MEŠ a-di ERIM . MEŠ ŠU . II-šú-nu e-mu-qí-ia MAḪ . MEŠ a-na na-ra-ru - ti ḫa - mat LUGAL . MEŠ LÚ . NAM . MEŠ ARAD . MEŠ-ni da-gíl pa-ni-ia ur-ru - ḫiš ṭè-e - mu áš-kun-šú-nu-ti ḫar-ra-an KUR . mu-ṣur ú-šá-áš-ki-na GÌR . II-šú-un,"... I made ( it ) shine li ke daylight ... in Egašanḫil ikuga ... ( and ) I made ( Šarrat-Kidmuri ) dwell on ( her ) ete rnal dais . ... his ... ( wherein ) he ( Esarhaddon ) conquered Egypt ( and ) Ku sh and ( then ) carried off its booty without number . He ruled over that land in its ent irety and made ( it ) part of the territory of Assyria . He changed the forme r names of the cities and gave them new names . He appointed his servants therein as king ( s ) , go vernor ( s ) , ( and ) official ( s ) . He imposed upon them annual tribute payment ( in recognition ) of his overlordshi p . Fifty-five of their royal statue ( s ) ... the victory that he had achieved ... ... in cult centers ( and ) temple s , which are insi de ... . After the father who had engendered me ... ... , Taharqa , without ( the consent of ) the gods , made a serious attempt to take away Egypt for ... . He scorned the might of ( the god ) Aššur , my lord , and trusted in his own strength . The harsh deeds that the father who had engendered me had p erformed against him did not cross his mind . He came and e ntered the city Memphis , and ( then ) turned that city over to himself . Against the people of Assyria who were insi de Egypt , servants who belonged to me , ( ii 15´ ) whom Esarhaddon — king of Assyria , the father who had engendered me — had appointed as king ( s ) there , he dispatched his army to kill , rob , ( and ) p lunder ( them ) . A fast messenger came to N ineveh and reported ( this ) to me . My heart became enraged about the se deeds and my temper turned hot . I summoned ( my ) field marshal ( and ) governors , together with the troops ( under ) their authority , my elite forces , and ( ii 20´ ) I quickly gave the ord er to them to support ( and ) a id the kings ( and ) governors , servants who belonged to me , ( and ) I made them take the road to Egypt .",oracc
ina maḫ - re - e ger-ri-ia a-na KUR . má - kan u KUR . me-luḫ - ḫa lu al-lik m tar-qu-u MAN KUR . mu - ṣur u KUR . ku-u - si ša m AN . ŠÁR-PAP-AŠ MAN KUR AN . ŠÁR . KI AD DÙ-u - a BAD₅ . BAD₅-šú iš - ku-nu i-be-lu KUR-su 1 da-na-an AN . ŠÁR d 15 u DINGIR . MEŠ GAL . MEŠ EN . MEŠ-ia im-ši-ma 2 it - ta - kil ... ... áš-ta-kan li - i-tu it-ti qa - ti ma-li - ti šal - meš a-tu-ra a-na NINA . KI URU EN-ti-ia (traces),"On my fir st campaign , I marched to Maka n ( Egypt ) and Melu ḫḫa ( Ethiopia ) . Taharqa , the king of Egyp t and Kush , ( i 5 ) whose defeat Esarhaddon — king of A ssyria , the father who had engendered me — had brought about ( and ) whose land he ruled over , forgot the might of ( the god ) < Aš>š ur , the goddess Ištar , and the great gods , my lords , and trus ted ... ... ... ( thus ) I achieved vi ctory . With full h and ( s ) , I returned safel y to Nineveh , my capital city . ( No translation possible )",oracc
... ... ... ... ... ... ( ) um-ma GÌR . II m AN . ŠÁR-DÙ-A MAN KUR AN . ŠÁR . KI ṣa-bat-ma ina zi-kir MU-šú ku-šu-ud LÚ . KÚR . MEŠ - ka u₄-mu MÁŠ . GI₆ an-ni-tú e-mu - ru LÚ . rak-bu-šú iš-pu-ra a-na šá-ʾa - al šul-mì-ia MÁŠ . GI₆ an-ni-tú šá e - mu - ru ina ŠU . II LÚ . A KIN-šú iš-pur-am-ma ú - šá - an-na-a ia-a - ti ul-tú ŠÀ u₄-me šá iṣ-ba-tú GÌR . II LUGAL - ti - ia LÚ . gi-mir-a - a mu-dal-li-pu UN . MEŠ KUR - šú šá la ip-tal-la-ḫu AD . MEŠ-ia ù at-tu-u - a la iṣ-ba-tú GÌR . II LUGAL-ti - ia ik - šu-ud ... (traces) ... ... ( ) ina d GIŠ . BAR aq-mu áš-lu - la šal - la-su ina ti-ib MÈ-ia na-gu-šú ú - šaḫ - rib ú-ṣa-aḫ-ḫi-ir nap - ḫar KUR-šú it-ti ḫu-ub-ti ma-aʾ - di šal - la - ti ka-bit - ti šal-meš a-tu-ra ak-bu-sa mi-ṣir KUR AN . ŠÁR . KI URU . bi-ru-a URU . LUGAL-iq - bi URU . gu-su-né-e URU . MEŠ maḫ-ru-u - te ša mi - ṣir KUR AN . ŠÁR . KI ša ina ter-ṣi LUGAL . MEŠ AD . MEŠ - ia e-ki-mu KUR . man-na-a - a da-ád-me šá-a - tu-nu ak-šu-ud KUR . man-na - a-a ul-tú lìb-bi as-suḫ ANŠE . KUR . RA . MEŠ GIŠ . til-li ú - nu - ut MÈ-šú-nu áš-lu-la a - na KUR AN . ŠÁR . KI URU . MEŠ šá-a - tu-nu a-na eš - šu - ti aṣ - bat ú-ter-ra a-na mi-ṣir KUR AN . ŠÁR . KI m aḫ-še-e - ri la pa-liḫ EN-ti-ia AN . ŠÁR u d 15 im-nu-šú ina ŠU . II ARAD . MEŠ-šú UN . MEŠ KUR-šú si - ḫu UGU-šú ú-šab-šú-u ina SILA URU - šú LÚ . šá-lam-ta-šú id-du-u in-da - áš - šá-ru pa-gar-šú ŠEŠ . MEŠ - šú NUMUN É AD - šú ú-šam-qí-tu ina GIŠ . TUKUL . MEŠ EGIR-nu m ú-al - li-i DUMU-šú ú-šib ina GIŠ . GU . ZA-šú da-na - an AN . ŠÁR d 30 d UTU d EN u d AG d 15 šá NINA . KI d 15 šá LÍMMU-DINGIR . KI d MAŠ d nusku d U . GUR DINGIR . MEŠ GAL . MEŠ EN . MEŠ-ia e-mur-ma ik-nu-šá a - na GIŠ . ŠUDUN-ia áš-šú ba - laṭ ZI-tì-šú up-na-a - šú ip - ta-a ú - ṣal - la - a EN-u - ti m e-ri-si-in-ni DUMU UŠ-ti-šú a - na NINA . KI iš-pur-am-ma ú-na-áš-ši - qa GÌR . II-ia re-e - mu ar-ši-šú-ma LÚ . A KIN-ia ša šul - me ú-ma-ʾe-er EDIN - uš-šú DUMU . MUNUS ṣi-it lìb-bi-šú ú-še-bi-la a-na e - peš MUNUS . AGRIG-u - ti ma-da-at-ta-šú maḫ-ri-tu šá ina ter - ṣi LUGAL . MEŠ AD . MEŠ-ia ú-šab-ṭi-lu iš-šu-u - ni a-di maḫ-ri-ia 30 ANŠE . KUR . RA . MEŠ UGU ma-da-at-ti - šú maḫ-ri-ti ú-rad-di-ma e - mì-is-su ina u₄-me-šú m bi-ri-is-ḫa-at-ri LÚ . EN . URU ša mad-a - a m sar-a - ti m pa-ri-ḫi 2 DUMU . MEŠ m ga-a - gi LÚ . EN . URU KUR . sa-ḫi ša iṣ - lu - ú GIŠ . ŠUDUN be - lu-ti-ia 75 URU . MEŠ-šú-nu dan-nu - ti ak - šu - ud ... ... ( ) ... ... A ... ... - ia ... AN ...,"( No translation possible ) ( No translation possible ) ... ... saying : “Grasp the feet of Ashurbanipal , king of Assyria , and conquer your enemies through the mention of his name.” On the ( very ) day he saw this dream , ( ii 5´ ) he sent his mounted messenger to inqui re about my well-being . ( As for ) this dream that he had se en , he sent ( a message about it ) by the hands of a messenger of his and he r eported ( it ) to me . From the day that he grasped the feet of my royal majes ty , he conquered the Cimmerians , who were disturbing the people of his land , ( ii 10´ ) had never feared my ancestor s , and , with regard to me , had not grasped the feet of m y royal majesty . ... ... I burned ( the villages in the district of the city Eristeyana ) with fire , ( and ) plun dered ( them ) . With the assault of my battle array , I laid w a ste to his ( Rayadišadî’s ) district ( and ) ( iii 5´ ) made his entire land smaller . I returned safely with muc h plunder ( and ) substantial booty ( and ) set foot in Assyrian territory . ( As for ) the cities Birrūa , Šarru-iqb i , ( and ) Gusinê , cities that were formerly within the te rritory of Assyria ( iii 10´ ) which the Manneans had taken away in the time of the kings , m y ancestors , I conquered those settlements . I tore the land M annea apart from within . I carried off t o Assyria ( their ) horses , ( their ) equipment , ( and ) their implem ents of war . I reorg anized those cities ( and ) returned ( them ) to the territory of As syria . ( As for ) Aḫšē ri , who did not fear my lordly majesty , ( the god ) Aššur and the goddess I štar placed him in the hands of his servants . The people of his land incited a re bellion against him . ( iii 20´ ) They cast his corpse into a street of his city ( and ) dra gged his body to and fr o . They cut down with the sword his brothers ( and ) the seed of his fat her’s house . Afterwards , Ual lî , his son , sat on his throne . He saw the might of the deities Aššur , S în , Šamaš , Bēl ( Marduk ) and Nabû , Ištar of Nineveh , Ištar of Arbela , Ninurta , Nusku , ( and ) Nergal , the gre at gods , my lords , and bowed down t o my yoke . For the pr eservation of his ( own ) life , he o pened up his hands to me ( and ) made an appeal to my lordly majesty . He sent Erisinni , his heir designate , to Nineveh and he kissed my feet . ( iv 5 ) I had mercy on him and I dispatched my messenger with ( a message of ) g oodwill to him . He sent me ( his ) daughter , his own offspring , to se rve as a housekeeper . ( As for ) his former payment , which they had discontinued in the tim e of the kings , my ancestors , they brought ( it ) be fore me . I added thirty horses to h is former payment and im posed ( it ) upon him . At that time , ( as for ) Birisḫatri , a ci ty ruler of the Medes , ( and ) Sa rati ( and ) Pariḫi , two sons of Gag î , a city ruler of the land Saḫi , who had cast off the yoke of my l ordship , ( iv 15 ) I conqu ered seventy-five of their fortif ied cities ... ... ... ( No translation possible ) ( No translation possible )",oracc
ina šat mu-ši ina ši-pir ni-kil-ti a-na e - peš MÈ it-bu-u - ni a-na mit-ḫu - uṣ ERIM . ḪI . A - ia ERIM . MEŠ MÈ-ia it-ti-šú-un im - da-ḫa-ṣu iš-ku-nu BAD₅ . BAD₅-šú-un ma-lak 3 KASKAL . GÍD A . ŠÀ šal-ma - a-te-šú-nu ú-mal-lu-u EDIN rap-šú ina qí-bit AN . ŠÁR d NIN . LÍL d 30 d UTU d IŠKUR d EN d AG d 15 šá NINA . KI d 15 šá LÍMMU-DINGIR . KI d MAŠ d U . GUR d nusku DINGIR . MEŠ GAL . MEŠ EN . MEŠ-ia šá ú-tak - ki - lu-in-ni qé-reb KUR . man - na-a - a e-ru-ub-ma at-tal - lak šal-ṭiš ina me-ti - iq ger-ri-ia URU . a - a-ú - si-áš URU . ḪAL . ṢU 1,"During the night , in a crafty maneuver , they ( Aḫšēri’s troops ) approached to do battle , to figh t with m y troops . My battle troops fo ug h t with them ( and ) brought about their defeat . ( Over ) an area ( the distance of ) three leagues march , they filled the wide steppe with their corpses . By the command of the gods Aš šur , Mullissu , Sîn , Šamaš , Adad , Bēl ( Marduk ) , Nabû , Ištar of Ninev eh , Ištar of Arbela , Ninurta , Nergal , ( and ) Nusku , the great gods , my lords , who had encour aged me , I entered the land M annea and ma rched about triumphantly . In the cours e of my campaign , I conquered , destroyed , demolished , ( and ) burned with fire the cities A yusiaš — a fortress ( of his ) —",oracc
a-na ra - ma-ni - šú-nu ú-ter-ru ak-šu-ud ina d GIŠ . BAR aq-mu 1 áš - lu - la šal-lat - sún URU . MEŠ šá-a - tu-nu a - na mi-ṣir KUR AN . ŠÁR . KI ú-ter-ra na - gu-ú šá URU . ar-si-ia-ni-iš ša bi-rit URU . a-za - qa - na-ni ša KUR . ḫa-ar-si šá-di-i ša SAG KUR . ku-mu-ur - da - a-a ša qé-reb KUR . man-na-a - a as-pu-un ina d GIŠ . BAR aq - mu m ra-a - a-di-šá-di-i LÚ . GAL ḪAL . ṢU-šú-nu a - duk áš-lu-la šal-lat-su na-gu-ú šá URU . e-ri-is-te-ia-na ak-šu-ud,"I conquered , burned with fire , ( and ) pl undered the cities in the environs of the city Paddiri , which the Manneans had taken away ( and ) appropriated for the ms elves in the time of the kings , my ancestors . I returned those cities t o the territory of A ssyria . I leveled ( and ) b urned with fire the d istrict of the city Arsiyaniš , which is between the city Azaq anani and ( lit . “of” ) Mount Ḫarsi , which is before the land of the Kumurd eans , who are in the land Mannea . I killed Rayadišadî , their fortress commander , ( and ) I plundered it ( Arsiyaniš ) . I conquered the district of the city Eristeyana ,",oracc
m e-ri-si-in - ni DUMU ri-du-ti - šú a-na NINA . KI iš-pur - am - ma ú-na-áš-šiq GÌR . II - ia re-e - mu ar-ši-šu-ma LÚ . A KIN-ia šá šul - me ú-ma-ʾe-er EDIN-uš-šú DUMU . MUNUS ṣi-it lìb-bi-šú ú-še-bi - la a-na e-peš MUNUS . AGRIG-u - ti ma-da-ta-šú maḫ-ri-tú šá i - na ter-ṣi LUGAL . MEŠ AD . MEŠ-ia ú-šab-ṭi-lu iš-šu-u - ni a - di maḫ-ri-ia,"He sent Erisi nni , his heir designat e , to Nineveh and he kissed my feet . I had mercy on him and ( then ) I dispatched my messenger with ( a message of ) go odwill to him . ( i´ 5´ ) H e sent me ( his ) daughter , his own offspring , to serve as a housekeeper . ( As for ) his former payment , which they had discontinued i n the time of the kings , my ancestors , they carried ( it ) b ef ore me .",oracc
... šul - me ú - ma-ʾe-er ... ... ter - ṣi LUGAL . MEŠ ... ... ú - rad - di-ma ... ... mad - a-a m sar - a - ti ... ... EN-ti - ia < U > 75 URU . MEŠ - šú-nu ... ... al - qa-a a - na ... ... KUR . ur - ar - ṭi šá a - na ... 1 ... il - li-ka qé - reb ... ... ma-( aʾ )-as - su i - du - ku ... ... TU SU ... ... KUR ŠI ... ... ...,"I had mercy on him ( Uallî ) . I dispatched my messenger with ( a message of ) goodw ill to him . He sent me ( his ) daughter , his own offspring , to serve as a housekeeper . ( As for ) his former payment , which they had discontinued in the time of the ki ng s , my ancestors , they carried ( it ) before me . I add ed thirty horses to his former payment and imposed ( it ) upon him . At that time , ( as for ) Birisḫatri , a city ruler of the M edes , ( and ) Sara ti ( and ) Pariḫi , two sons of Gagî , a city ruler of the land Saḫi , who had cast off the yoke of m y lordship , I conquered ( and ) plundered seventy-five of their fortified cities . I captured them alive ( and ) took ( them ) t o Nineveh , my capital city . ( As for ) Andaria , the governor/field marshal of the land Ura rṭu , who had advanced ( and ) ma rched dur ing the night to conquer the lands ( of the cities ) Uppumu and Kullimmeri , the people living in the city Kullimmeri , servants who belonged to me , infli cted a heav y defeat on him during the night . ( ... ) . ( No translation possible )",oracc
