oa,english
"<gap> ni-ša-a-al [ga-m]e-er a-wa-tim-ma <gap> tí [a-lim","<gap> we will ask the man who settled the affair and the <gap> which"
"[i]š-tù [A-bu]-š[a-l]im <gap> iš-tí Puzur2-<gap> <gap> ni-ni <gap> ni-il5-qé-ú šé-bi-lam","after Abu-šalim <gap> we had obtained from/with Puzur-<gap>, send us that."
"[A-š]ur-ANDUL ṭur4-dam I.GIŠ <gap> <gap> šé-bi-lam","Send Aššur-ṣululī here, send (also) <gap> oil."""
"um-ma A-šur-ša-dí-DINGIR A-mur-Ištar DÙG-ṣí-lá-A-šù[r] Ì-lí-a-LIM: A-nu-pí-a ù A-ba-ba-a-a-i a-na Ku-li-a: qí-bi-ma","Thus Aššur-šad-ilī, Amur-Ištar, Ṭāb-silli-Aššur, Ilī-anum, Anuppiya, and Ababayai, say to Kuliya:"
"a-wa-tí-kà: ša É Sà-ba-sí-a qá-du-um: ša u4-mu-kà ša-ak-nu-ni: ni-ig-[mu]-ur-ma a-ṣé-er KÙ.B. ù KÙ.KI","""We have settled your affair concerning Sabasiya's house, including the setting of a term for you."
"ša t[é-zí]-bu 1 1/3 ma-na iš-tí [DÙG]-A-šur DUMU DÙG-ì-lí 1 ma-na-um 7 GÍN a-na ṣí-ib-tim ni-il5-qé-ma","And in addition to the silver and gold you had left behind we borrowed 1 1/3 mina from Ṭāb-Aššur, son of Ṭāb-ilī, at an interest of 7 shekels per mina."
"nu-ša-bi4-šu-nu-ma 3 ṭup-pé-e ša a-lim 1 ṭup-pá-am ša 1 1/2 ma-na KÙ.B. ša hu-bu-li-kà ú-šé-ru-ni-a-tí","And with that silver we have satisfied them, whereupon they released to us 3 tablets of the City (and) 1 tablet recording a debt of yours of 1 1/2 mina of silver."
"a-ša-at-kà: iš-tí-ni kà-an-kà-at: ITI.1.KAM ma-hu-ur-ì-lí li-mu-um Da-ni-a","Your wife has sealed (the debt-note) together with us, (dated to) the IVth month of the eponymy of Dān-Ea."
"a-pu-tum ki-ma: ṭup-pí-i ta-áš-me-ú KÙ.B. ù ṣí-ba-sú šé-bi4-lá-ma ṭup-pá-am ša ku-nu-ki-ni ù ku-nu-uk a-ší-tí-kà lu né-du-uk: a-ma-lá na-áš-pé-er-tí-kà: Iš-me-IŠKUR DUMU I-tur4-a-a: ni-iṣ-ba-at-ma","Please, as soon as you have heard the letters, send the silver with the interest on it and then we will cancel the tablet with our seals and the seal of your wife. In accordance with your written instruction we seized Išme-Adad, son of Itūraya, and told him:"
"um-ma né-nu-ma 5 ma-na KÙ.B. a-na ší-a-ma-tim ša Puzur2-A-šur DUMU A-hu-wa-qar: tù-ub-lam kà-i-na-ni-a-tí-ma a-ta-ma: ší-ma-am: ša-am-ma qá-at-ni: lu ni-iš-ku-un","'You brought 5 minas of silver, meant for making purchases, belonging to Puzur-Aššur, son of Ahu-waqar. Confirm our claim on it, then it is you who can make the purchases and we will establish our claim on them."
"šu-ma KÙ.B. a-na ša Puzur4-A-šur i-tù-wa-ar Ku-li-a [li]-il5-qé um-ma šu-ut-ma Puzur2-A-šur: mi-ma: lá i-dé ù mi-ma KÙ.B.: lá ub-lam","If the silver turns out to belong to Puzur-Aššur, Kuliya can take it'. He answered: 'Puzur-Aššur is in no way involved and I did not bring along any silver!'"
"a-na KÁ DINGIR nu-šé-ri-sú-[ma] KÁ: ta-am-gi5-ir-tum i-bi4-ší-ma: a-na pá-ni-šu a-[le]: ta-mu-ru-šu-ni tù-ta-ma-šu a-šu-mì: A-šur-re-ṣí DUMU I-na-a","We led him down to the Gate of the god and in the Gate this agreement was reached: 'Henceforth, wherever you see him you will make him swear the oath'. As for Aššur-rēṣī, son of Innāya, their"
"[a-wa-tù-šu-nu a-dí-ni: na-ad-a-ma: ṭup-pá-am: lá [nu-šé-ṣí-a-am ú si-ku-šu: ka-a-ni-iš-ma: nu-kà-al","affair still rests and we have not obtained a written document and (hence) we continue to detain him""."
"um-ma A-šù[r-ša-dí]-li-ma a-na Ku-li-a ù A-šur-la-m[a-sí] a-na Ku-li-a qí-bi-ma","Thus says Aššur-šad-ilī to Kuliya and Aššur-lam[assī] and in particular to Kuliya:"
"a-šu-mì a-wa-tim ša É Sà-ba-[sí-a] a-wu-tum ša [m]a-ah-ri-kà lá iz-ku-ú: lu-qú-ut-kà ša i-na A-pí-im té-zi-b[u]-m[a] Lá-ta-ra-ak iṣ-ba-at","""Because of the affair of Sabasiya's house, the case that was not settled in your presence, Latarāk has seized your merchandise that you had left behind in Apum."
"áš-me-ma ṭup-pá-am ša ší-b[u-tim] ú ší-ip-ra-am al-qé-ma a-na A-pi-im i-li-ik-m[a] lu-qú-tám ú-ší-ir-ma A-bi-we-du-um i-ra-dí-a-ku-um","When I heard it I availed myself of a tablet of the Elders and a messenger who went to Apum and obtained the release of the merchandise and Abī-wēdum is now leading that to you."
"be-et-kà URUDU GUŠKIN Ú-ṣú-ra-num ta-da-nam lá i-mu-a um-ma šu-ut-ma ša-qú-ul: ba-pí-ra-am","As for your house, Uṣurānum refuses to give either copper or gold saying: 'All has already been paid'."
"ša ša-ku-ul-tim ú ku-<ku>-ba-tim É [DAM].GÀR ni-il5-qé-ma a-na DAM Ili5-ba-ni ni-dí-in: mì-ma li-ba-l kà lá i-pá-ri-id ki-ma a-wi-lu-tí-kà lu-qú-ut-kà","From a merchant we borrowed beer bread for the banquet and for drinking flasks and we gave them to Ilī-bāni's wife. There is absolutely no reason to get nervous. Gentleman as you are, convert your merchandise"
"a-na KÙ.B. ta-e-er-ma tí-ib-a-ma: a-tal-kam","into silver and come immediately here."
"a-hi a-ta tí-de8-e ki-[ma] KÙ.B. 1 GÍN ša qá-[tim] a-na ša-ku-ul-ti[m <gap>","My dear brother, realize that every single shekel of silver at hand for the banquet."
"<gap> <gap>","<gap> <gap>"
"[A-šur-lá-ma-s]í [qí-bi4-ma] [KÙ].B. šé-b[i4]-lá-[ma] [li]-ba-am dí-nam ší-im TÚG.HI-tí-šu [SIG5 a-na] A-šur-ṣú-lu-lí dí-in li-bu-šu lá tù-lá-ma-an","Tell Aššur-lamassī: 'Send the silver (and so) encourage us!' Let him give the yield of his textiles of good quality to Aššur-ṣululī. Do not make him angry""."
"a-na Ku-li-a qí-bi4-ma um-ma Al-pi-lí ú A-šur-lá-ma-sí","To Kuliya, thus say Alpilī and Aššur-lamassī:"
"šál-ma-ni i-Ta-wi-ni-a wa-áš-ba-ni","We are well, we are staying in Tawiniya."
"ni-iš-ta-na-me wa-áš-bu-tum ša Wa-ah-šu-ša-na i-ta-ṣú-nim a-dí 2 u4-me-e za-ku-sà ni-ša-me-ma a-le ni-pá-nu-ú ni-ša-pá-ra-ku-um","We hear rumours that the residents of Wahšušana have left the city. Within two days, when we hear more details, we will inform you by letter where we are heading."
"ta-ma-lá-ke ša qá-tí-kà Al-pi-lí ú-ša-al li-ba-kà lá i-pá-ri-id","As for the coffers under your control, Alpilī will make enquiries. Do not get afraid!"""
"um-ma A-mur-Ištar-ma a-na Ku-li-[a] A-šur-e-nam Šál-ma-A-šur ù MAR.TU-ba-ni qí-bi-ma","Thus says Amur-Ištar to Kuliya, Aššur-ennam, Šalim-Aššur, and Amurrum-bāni:"
"a-na-kam 1+<gap> TÚG.HI.A dam-qú-tim wa-at-ru-[tim a]-na Šál-ma-A-šur DUMU A-šur-b[a-ni] áp-qí-id TÚG.HI.A ma-áš-kà-tu[m a]-na TÚG.HI.A šu-nu-ti MAR.TU-b[a-ni] iš-tí Šál-ma-A-šur","""Here I entrusted 2? textiles of extremely good quality to Šalim-Aššur; the textiles are encumbered. For these textiles Amurrum-bāni <gap> together with Šalim-Aššur"
"<gap> iš-r[a]-tim ša É ká-ri-im <gap> t]ám ša É.GAL-lim <gap> ú-lá-ma-da-ni","and the tithe of the kārum office and the tax due to the palace <gap> he will charge me."
"<gap> -ni-ma [KÙ.BA]BBAR-BI-pí <gap> ṣ]ú-ha-r[i <gap> <gap> (lacuna of ca. 8 lines) <gap>","<gap> <gap> <gap> (too damaged to translate) <gap>"
"<gap> ma-na 3 G[ÍN] <gap> i-li-bi <gap> ša]-áš-qí-lá-šu-ma <gap> 1/2 ma-na KÙ.B. [i-li-bi4 <gap>]-e-nam ša A-šur-e-nam <gap> 1/2 ma-na KÙ.B. <gap> i-li]-bi4 A-sà-nim","<gap> mina(s) and 3 shekels of silver are due by <gap> make him pay. <gap> 1/2 mina of silver due by <gap>-ennam, which Aššur-ennam <gap> 1/2 mina of silver <gap> due by Asānum"
"[DUMU Ì-li-i]š-tí-kál ší-im AN.NA <gap> KÙ].B. ù 2 TÚG.HI.A i-li-bi4 <gap> DU]MU A-mu-ra 1/3 ma-na <gap> t]iš DUMU Šu-Hu-bu-ur <gap> KÙ].GI ki-ša-am i-l[i-bi] <gap> [E]-nam-A-šur š[a <gap>","son of Ilīš-tikal, the price of tin. silver and 2 textiles due by <gap>, son of Amura. 1/3 mina due by <gap>iš, son of Su-Hubur. ki(š)šu-gold due by <gap>, son of Ennam-Aššur, which<gap>"
"<gap> a-wa-tim <gap> a-tù-nu lá <gap> <gap> lu-lá-pí-ta-[ku-nu-tí] <gap>-ma: tí-dé-a a-šar <gap>","<gap> you <gap> I should write to you <gap> you know where <gap>"
"<gap> i]-ba-ší-ú ù TÚG.H[I.A] [iš-té-n]a ù ša-na-a [dí-na-m]a i-na pí-i-i[m ù?]","<gap> is available. And the textiles, sell them one or two apiece, and with mouth and"
"[li]-bi-im ša ak-<gap> lu-ub-lu-nim-ma: e-n[é-a] pí-it-a: a-hu-ú-a: a-[tù-nu]","heart that which <gap> let them bring to me and open my eyes!"
"iš-tí ší-im TÚG.HI-tí-a [ki-ma] KÙ.B. 1 ma-na ṭá-ah-d[a-am] i-lá-kà-ni ep-š[a-ma] li-ba-am dí-na-nim","Dear brothers, do your best that together with the price of my textiles also at least 1 mina of silver extra reaches me here and so give me courage."
"1 ma-na 10 GÍN [KÙ.B. <gap>] ni-a-e-[im <gap>] <gap> <gap>","One mina 10 shekels of silver <gap> our <gap> <gap> <gap>"""
"a-na Ku-li-a qí-bi-ma um-ma A-sá-num-[ma]","To Kuliya, say, thus says Asānum:"
"a-šu-mì a-ší-im sá-ah-ra-a-ku a-ši-a-im i-ma-gu5-ru a-da-šu-ma a-ta-be-a-am-ma a-ta-lá-kam","""I am still staying (here) because of the meteoric iron. When they agree with the (quality/price of the) iron I will sell it, get ready and leave for you."
"a-dí-i na-áš-pè-er-tí-kà ša a-šu-mì kà-lá-pí-im i-li-kà-ni ší-bè-e a-dí-ni lá ah-ri-im i-ší-be-a","As for your letter which arrived here concerning the axe, I have not yet recorded (the depositions) of the witnesses."
"A-zu: kà-ṣa-ar Puzur2-A-mur be-li a-ta: <<a-na>> a-na Puzur2-A-mur pu-nu-ma A-zu-ú li-iṭ-ru-dam","Among my witnesses figures Azu, the transporter of Puzur-Amur. Please, my lord, approach Puzur-Amur and let him send Azu to me,"
"iš-tí tap-pá-i-šu ší-bu-tám li-dí-nam","so that he can testify for me together with his colleagues."
"i-na lá i-da-i-a a-mì-ša-am i-tal-kam um-ma šu-ut-ma a-na E-lá-lí a-lá-ak","Wihtout my knowledge he has left for there, saying: 'I am going to Elālī'""."
"a-na Ku-li-a qí-bi-ma um-ma A-sà-num-ma a-ma-a","To Kuliya, thus says Asānum: ""Really, this is"
"dam-qá-tù-šu ša Al-<pi>-lí ša i-na Té-ga-ra-ma ú-ta-mì-ú pa-ar-sà-ti-kà a-wa-tim u-šé-ṣí-i ú šu-um-ka SIG5 tá-pu-ul ú a-[na-ku iš-t[í-kà-ma ṭá-pu-lá-ku","the friendliness of Alpilī whom I made swear an oath in Tegarama - he has disclosed confidential matters of you, and also your good reputation has been besmirched and I have been besmirched together with you!"
"aq-bi-a-ku-um um-ma a-na-ku-ma a-wa-tí-kà Al-pi-lí lá tù-lá-ma-ad a-wa-sú *ú-ZA-AD* a-bi a-ta be-lí a-ta lá ta-qá-bi um-ma a-ta-ma i-qi-in-im a-šu-mì ta-pá-i-šu-ú na-áš-<pè>-er-tám uš-té-bi-lam ma-di-iš li-bi-i im-ra-aṣ","I had told you: 'Do not inform Alpilī about your affairs, he <gap> his word.' Please my father, my lord, do not think: 'Out of jealousy he has sent me a letter about his partner!' He has really hurt me terribly."
"a-na a-wa-tim ša a-šu-mì a-ni-a-tim DINGIR lu i-dé (erased a-na) a-na Al-pi-lí um-ma šu-ut-ma","For the rumours I keep hearing, for these matters god be my witness against Alpilī! He said"
"a-na am-tí-kà-ma <gap> lá i-ba-ší i-[na <gap>","to your maid: 'There is no <gap>."
"2ší-ta a-ša-[tám] da-mì-iq-tám Ku-l[i-a] e-ha-az: i-na <gap>","Of the two <gap> Kuliya will marry one as a fine wife. Of/with the <gap>"
"am-tí-kà ka-lá-ší-n[a-ma] tù-ba-lá-ku-um l[i-ba-kà] lá i-na-hi-id e-l[á(-an)]","of your maid, all of them she will bring you. Don't be worried.'"
"3 GÍN KÙ.B. mi-ma *wa!-a[t-ra-am] lá i-dí-ší-im ú *ša? a-da-[x-r]im* lá i-dí-ší-im ú a-ma-[t]um ra-qá-ma uš-ba ú li-bi4-[ša] ki-ma mì-ma lá i-dí-nu-ší-ni iš-té-né-ú-ma LU a-na ku <gap>","Apart from 3 shekels of silver he gave her nothing extra and he also did not give her any <gap> Moreover, the slave-girls are idle and do nothing. And because he gave her nothing they keep looking for <gap>"
"ú li-ba-ša da-ni-ša-ma ma-ri-iṣ a-na a-wa-tim a-ni-a-tim ša Al-pì-lí e-ta-ú-ší-ni i-na e-ra-bi4-a 5? u4-me-e iš!-tí-a lá ta-ta-ú","and she is very angry. Because of these matters which Alpīlī told her, when I had arrived for five days she refused to talk with me."
"<gap> ak-šu-dam i-na kà-ri-im wa-áš-ba-at ú qá-ta-t[ù]-a i-na qá-ba-lá-al qá-qá-dí-ša ša-ak-na-a","<gap> I arrived here she was staying in the kārum and both my hands are placed on the <gap> of her head."
"šu-ma-me-e e-ṣí-iš6 lá ak-šu-dam pu-ru-i-ni-me-e GAL ša-ki-in ma-dí-iš tù-ni-ha-ni a-dí pá-né-ša ta-mu-ru-ni","If I had not arrived at short term we would have been seriously denunciated. She has caused me a lot of trouble. Until you meet her personally"
"ù li-b[a-am] [a]-na-ku a-dí-ší-im um-ma [ší-it-ma a-na <gap> ki-li <gap> [k]i?-a a-na-ku al-mì-in-ší-ma [ší-it-ma ki-e i-KU-BA-im [a]-lá-ak a-wa-tám li-bi-i [ú-kà-al ba-lá-at <gap> a-lá-ak KU-BA-am i-pá-ṭá-ar-ma ú a-lá-ak","I myself will <gap> She said: 'For/To all <gap>'. I became angry at her but she (said): ""How can I go with <gap>? I keep the matter in mind! Without <gap> I will go. He will loosen the <gap> and then I will go'."
"a-na Ku-li-a qí-bi-ma um-ma A-sà-num-ma a-na-kam i-qá-qá-ar ší-a-ma-tim wa-áš-ba-ku ú ší-mu-um ma-ad ší-ma-am ša ta-šé-e-ú","To Kuliya, thus Asānum: ""I am staying here in an area of purchases and there is much for sale!"
"i-li-bi-kà ša ba-lá-tí-kà ú ba-lá-tí-ni a-na-kam-ma ú-šé-lá šál-ma-ku mì-ma i-li-bi4-kà lá ta-na-hi-id","Purchases at which your are striving, which will secure you and us a profit, I can realize here. I am well, there is not reason to worry."
"ší-ma-am šu-ra-am ša i-dí-ú i-li-bi-i ma-tí-im ša Ha-tim","<gap> purchase goods that they stocked are in the countryside of Hattum."
"KÙ.B. šé-bi-lá-ma ší-ma-am lá-áš-a-am-ma a-pí-iš Ku-ku-ú-ma e-ra-ba-ni lu-šé-ri-ba-am ki-ma","Send me silver then I will make purchases and since Kukū is about to arrive, let him bring them in."
"KÙ.B. ṭa-ah-dum i-na Ha-tim i-né-pu-šu-ni ú li-ba-kà i-ha-du-ú e-pu-uš KÙ.B. ú-lá tù-šé-bi-lam ší-ma-am ša ú-šé-ra-ba-ni ta-ma-ar","Take action so that an abundance of silver can be earned in Hattum and you can rejoice, lest you will regret not having sent me silver, when you see what purchases"
"li-ba-kà e im-ra-aṣ a-bi-i a-ta be-lí a-ta","I am bringing in! My father, my lord, as for"
"KÙ.B. ša E-na-na-tum i-dí-na-ni i-na UTU-ši ú-ṣa-ni ú-KU-BA-ku-ma KÙ.B. lá ú-me-er KÙ.B. šé-bi-lam-ma iš-tí KÙ.B. a-nim lu ší-pí-ir-šu","the silver that Enannātum gave me, the day I left I was so pressed that I did not stock that silver. Send me silver and let him be the messenger coming with that silver."
"KÙ.B. e-lá tù-šé-bi-lam-ma li-ba-kà ú li-bi-i e im-ra-aṣ","Do not fail to send silver lest both you and I will regret it!"
"Ha-nu-ba a-na-kam ú-ta-za-am um-ma šu-ut-ma a-dí-i na-áš-pè-er-tám ša Ku-li-a a-ša-me-ú a-ma-kam a-ma-tim lá ú-ša-ar ú ša ki-ma šu-a-tí iq-bi4-ú-nim","Here Hanuba keeps complaining, saying: 'Until I hear a letter of Kuliya I will not release the slave-girls over there'. His representatives too spoke in the same strain."
"a-pu-tum i-hi-id-ma na-áš-pè-er-ta-kà a-ṣé-er Šu-Sú-en6 Ha-nu-ba Puzur2-La-ma a-ṣé-ri-a ú a-ṣé-er ELLAT-tí-kà ša ki-ma a-wi-lu-tí-kà","Please, see to it, gentleman as you are, that a favourable letter of yours reaches Šu-Suen, Hanuba, Puzur-Lama, me, and your caravan."
"SIG5-tám li-li-kam ša šé-ru-ub ELLAT-tí-kà ú a-ma-tí-kà e-pu-uš","Take action to bring your caravan in and concerning the slave-girls."
"a-na Ì-lí-ba-ni ù Ku-li-a a-na Ì-lí-ba-ni: qí-bi-ma um-ma A-šur-e-nam-ma","To Ilī-bāni and Kuliya, to Ili-bāni in particular say, this is what Aššur-ennam says:"
"5/6 ma-na KÙ.B. i-na Šà-lá-t[i-wa-ar] Ku-li-a: ku-nu-ki-šu: i-dí-nam a-na Wa-ah-šu-ša-na a-na ṣ[é-ri-kà] ub-lam-ma um-ma a-na-ku-m[a]","""In Šalatiwar Kuliya gave me 5/6 mina of silver under his seal. I brought it to Wahšušana to you and I said to you:"
"KÙ.B. le-qé-ma ša-du-[a-tám] ša a-šu-mì Ku-li-a ša ta-p[u-lu] šu-qú-ul: um-ma a-ta-ma [k]e-na KÙ.B.: a-pu-[ul]","'Take this silver and pay (with it) the šaddu2utu-tax on behalf of Kuliya, as you promised"". You answered: 'Indeed, I did promise to pay that silver.'"
"[ku-nu]-ki ša a-hi-kà [IGI] A-šur-lá-ma-sí DUMU A-šur-ma-lik [ù] Šu-Iš-ha-ra DUMU I-na-Sú-in [l]i-me-e áp-qí-da-kum","In the presence of Aššur-lamassī, son of Aššur-mālik, and Šū-Išhara, son of Enna-Suen, the līmū, I entrusted it to you under the seals of your brother."
"mi-nam: a-bé-et: a-bi-a al-qé-ma a-hu-kà i-tù-ra-am","What did I take for my paternal house that your brother came back on me?"
"i-na al Tí-im-ni-e IGI Ú-zu-a DUMU Ku-ku-lá-nim ù I-na-Sú-en6 DUMU I-dí-a-bi4-im ta-aṣ-bi4-tí-ma: um-ma a-ta-ma","In Al-Timniyē, in the presence of Uzua, son of Kukulānum, and Enna-Suen, son of Iddin-abum, you seized me, saying:"
"i-nu-mì KÙ.B. ku-nu-ki ša a-hi-a ta-dí-na-ni ma-nu-um li-mu-um um-ma a-na-ku-ma lá A-šur-lá-ma-sí ú Šu-Iš-ha-ra li-mu-ú ù ma-ah-ri-šu-nu-[ma KÙ.B.] ku-nu-ki [ša] a-h[i-a áp-qí-da-kum]","""'When you gave me the silver with my brother's seal, who was then līmum?' I answered: 'Were Aššur-lamassī and Šu-Išhara not līmums? And it was in their presence that I entrusted you the silver with my brother's seals'."""
"[a-na Ì-lí-ban-n]í [ù Ku-l]i-[a] [qí-b]i-ma um-ma A-š[ur-e-nam-ma]","To Ilī-bāni and Kuliya, say, this is what Aššur-ennam says:"
"[i-na Šà-lá-t]í-wa-ar 5/6 ma-n[a KÙ.B.] [ku-nu-ki-šu K]u-li-a i-dí-nam-ma [a-na Wa-a]h-šu-ša-na a-na [ṣé-ri-kà] [ub-lam]-ma um-ma a-na-ku-m[a] a-ma KÙ.B.","""In Šalatiwar Kuliya gave me 5/6 mina of silver under his seal. I brought it to Wahšušana to you and I said:"
"[i-na] ku-nu-ki ša Ku-lia áp-qí-da-ku-um [KÙ]. ša a-šu-mì Ku-li-a ša-du-a-tám [k]à-ra-am ta-pu-lu um-ma a-ta-ma ke-na a-pu-ul KÙ.B. IGI A-šur-lá-ma-sí DUMU A-šur-ma-lik ú Šu-Iš-ha-ra DUMU E-na-Sú-in li-me-e ri-ik-sà-am áp-qí-da-kum","'Herewith I entrust to you silver under the seals of Kuliya. It is the silver you promised to pay the kārum as šaddu2utu-tax on behalf of Kuliya'. You said 'Yes, I promised it'. In the presence of Aššur-lamassī, son of Aššur-mālik and of Šu-Išhara, son of Ennam-Suen, the līmū, I entrusted the packet to you."
"[mì-n]am: a-na É a-bi4-a al-qé-ma [a-hu-k]à i-tù-ra-am [i-na a]l Tí-im-ni-e ta-am-hu-ri-ma [IGI E-n]a-Sú-in DUMU I-sú-rik ú IGI Ú-z]u-a DUMU Ku-ku-lá-nim [ta-áš]-e-li-m[a: um-ma a-ta-ma]","What did I take for my paternal house that your brother came back on me? In Al-Timniyē you approached me and in the presence of Ennam-Suen, son of Issūrik, and of Uzua, son of Kukkulānum, you interrogated me, saying:"
"[i-nu-m]ì KÙ.B. [ku-nu-ki ša a-hi-a] [t]ù-šé-bi4-lá-[ni] [m]a-num l[i-mu-um um-ma] a-na-ku-ma A-šù[r-lá-ma-sí] ú Šu-Iš-ha-ra li-mu-ú ù ma-ah-ri-šu-nu-[ma KÙ.B.]","'When you had me bring the silver with my brother's seals, who was then līmūm?' I answered: 'Aššur-lamassī and Šu-Išhara were līmū,"
"áp-qí-da-kum Ú-ṣur-ša-Ištar DUMU Da-da-a i-na Né-eh-ri-a aṣ-ba-at-ma 1 ma-na ší-a-ma-tí-šu a-na 4 ma-na KÙ.B. i-tù-ur-šu-ma a-wa-at-ni","and it was in their presence that I entrusted you the silver'. I seized Uṣur-ša-Ištar, son of Dadaya, in Nehriya and merchandise of his worth 1 mina had become 4 minas of silver for him and so our affair"
"[r]-na-me-er 1 ma-na KÙ.B. [iš]-t]í-šu al-pu-ut","was cleared up. I booked 1 mina of silver as due by him."
"<gap> KÙ.B. I-dí-A-šur DUMU Šu-Be-lúm [i-na-áš-pé]-er-tim e-pu-lá-ni [KÙ.B.?] lu ša iš-tù Ma-a-ma [lu š]a iš-tù Teg-ga-ra-<ma> ú-šé-ba-lam <gap> <gap> i-na ší-bé","silver Iddin-Aššur, son of Šu-Bēlum, promised me in a letter. He will send me the silver from what will (come in) from Mamma or from Tegara<ma>. <gap> and by witnesses"
"<gap> ša e-p[u-lu] <gap> <gap> i-l]i-bi A-šur-ba-ni D[UMU?] <gap>]-tim a-na-ku a-dí-nu-šu-ni <gap>] i-tù-ar","<gap> which he promised <gap> <gap> due by Aššur-bāni, son of <gap> which <gap> I myself gave him will be converted into <gap>"""
